question,title,answer,passage,context,prompt,model_output,parsed_answer,parsed_confidence
can a puppy see when they first open their eyes,Puppy,True,"Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.","Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.
Question: can a puppy see when they first open their eyes","? 
answer: False
confidence: 80""",False,80.0
can pikachu evolve in let's go pikachu,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!",False,"The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.","The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.
Question: can pikachu evolve in let's go pikachu","and let's go eevee? False
Question: can eevee evolve in let's go pikachu and let's go eevee? False
Question: can pikachu evolve in let's go pikachu and let's go eevee? True
Question: can eevee evolve in let's go pikachu and let's go eevee? True
Question: can pikachu evolve in let's go pikachu? True
Question: can eevee evolve in let's go pikachu? True
Question: can pikachu evolve in let's go eevee? True
Question: can eevee evolve in let's go eevee? True
Question: can pikachu evolve in let's go pikachu and let's go eevee? True
Question: can eevee evolve in let's go pikachu and let's go eevee? True
Question: can pikachu evolve in let's go pikachu and let's go eevee? False
Question: can eevee evolve in let's go pikachu and let's go eevee? True
Question: can pikachu evolve in let's go pikachu and let's go eevee? False
Question: can eevee evolve in let's go pikachu and let's go eevee? False
Question: can pikachu evolve in let's go pikachu and let's go eevee? False
Question",,
the bill of sale is absolute proof of ownership,Bill of sale,False,"Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.","Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.
Question: the bill of sale is absolute proof of ownership",of the chattel?,,
is there a place called cabot cove maine,"Murder, She Wrote",False,"The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.","The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.
Question: is there a place called cabot cove maine","in real life? 

{""answer"": ""True"", ""confidence"": ""100""}",True,100.0
is there a bridge from spain to africa,Strait of Gibraltar crossing,False,"The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.","The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.
Question: is there a bridge from spain to africa","? ""yes"" or ""no"" ""confidence"": 90"" ""answer"": ""True"" ""confidence"": 90"" ""answer"": ""True"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"": 90"" ""answer"": ""False"" ""confidence"":",,
is this is us over for the season,This Is Us (season 2),True,"The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.","The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.
Question: is this is us over for the season","? 
{""answer"": ""False"", ""confidence"": 100}",False,100.0
are all the game of thrones books written,A Song of Ice and Fire,False,"A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.","A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.
Question: are all the game of thrones books written","by George R.R. Martin? No, one of them is not written by Martin.

{""answer"": ""No"", ""confidence"": 100}",No,100.0
does the sister die in the lovely bones,The Lovely Bones,False,"Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.","Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.
Question: does the sister die in the lovely bones","of a snow-covered slope? 

{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 90} 
{""answer"": ""True"", ""confidence"": 70} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", """,True,80.0
is there a sequel to dazed and confused,Everybody Wants Some!! (film),False,"In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''","In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''
Question: is there a sequel to dazed and confused","?

{""answer"": ""True"", ""confidence"": 90}",True,90.0
is isle of man money legal tender in uk,Manx pound,False,"The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.","The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.
Question: is isle of man money legal tender in uk","? 
Answer: True 
confidence: 90
} 
 Passage: The International Committee of the Red Cross (ICRC) is a humanitarian organization that provides aid and assistance to individuals and communities in crisis situations.
Question: is the icrc a human rights organization? 
Answer: True 
confidence: 100 
} 

This format is used for reading comprehension questions to determine the correct answer, based on the passage. The assistant will respond with a JSON object with the answer and confidence level.",True,90.0
are bath and body works and victoria's secret owned by the same company,L Brands,True,"Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.","Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.
Question: are bath and body works and victoria's secret owned by the same company",?,,
can you call fair catch on a kickoff,Fair catch,True,"A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.","A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.
Question: can you call fair catch on a kickoff","return? 

Answer: False 
confidence: 90 
```json
{""answer"": ""False"", ""confidence"": 90, ""id"": 1}
```",False,90.0
are there special forces in the air force,Air Force Special Operations Command,True,"Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.","Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.
Question: are there special forces in the air force","? 

{""answer"": ""True"", ""confidence"": 90}",True,90.0
is st martin and st maarten the same island,Saint Martin,True,"Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.","Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.
Question: is st martin and st maarten the same island","?

answer: False
confidence: 50
```json
{
  ""answer"": ""False"",
  ""confidence"": 50
}
```",False,50.0
is there a movie theater in the white house,White House Family Theater,True,"The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.","The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.
Question: is there a movie theater in the white house","? True or False? 50, 25, 75, 0, 100, 25, 0, 50, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75, 0, 100, 0, 50, 0, 25, 0, 75,",,
can you go to jail for burning american flag,Flag desecration,False,"The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.","The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.
Question: can you go to jail for burning american flag","in Texas?
{""answer"": ""True"", ""confidence"": ""100%""}
{""answer"": ""False"", ""confidence"": ""100%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": ""False"", ""confidence"": ""0%""} 
{""answer"": ""True"", ""confidence"": ""0%""} 
{""answer"": """,True,
are holland america and carnival owned by the same company,Holland America Line,True,"Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.","Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object.

Format strictly:
{""answer"": ""True"" or ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.
Question: are holland america and carnival owned by the same company","? 
{""answer"": ""False"", ""confidence"": 90}",False,90.0
