question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
Which performer opened the 1969 Woodstock festival?,bb_8819,http://www.businessballs.com/,"['Ritchie Havens', 'richie havens', 'ritchie havens', 'Richie Havens', 'Follow (song)', 'follow song']","Answer the trivia question concisely with the best short answer.
Question: Which performer opened the 1969 Woodstock festival?
Answer:","Crosby, Stills, Nash & Young.",1.9523752927780151,"{""answer"": ""Crosby, Stills, Nash & Young."", ""uncertainty_score"": 1.9523752927780151}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"In The Shawshank Redemption when the inmates are organizing books for their library, when told that this classic French novel is about prison break, Morgan Freeman suggests it be filed under education. What novel?",tb_1512,http://triviabug.com/q-and-a-quizzes/,"['Morrel', 'Count of Monte Christo', 'The Count of Monte Christo', 'El Conde de Monte Cristo', 'Cavern King', 'count of monte cristo 2014 film', 'le comte de monte cristo', 'Count monte cristo', 'The Count Of Monte Christo', 'count monte cristo', 'Comte de Monte Cristo', 'Count of monte cristo', 'il conte di montecristo', 'Danglars', 'The Count Of Monte Cristo', 'The Count of Monte Cristo', 'tcomc', 'andrea cavalcanti', 'Mercedes Herrera', 'Le comte de Monte-Cristo', 'el conde de monte cristo', 'o conde de monte cristo', 'Il Conte di Montecristo', 'The count of monte cristo', 'count of monte cristo 2015 film', 'Count of Monte-Cristo', 'Le Comte de Monte-Cristo', 'count of monte christo', 'mercedes herrera', 'Le comte de Monte Cristo', 'comte de monte cristo', 'Le Comte de Monte Cristo', 'cavern king', 'The Count of Monte Cristo (2014 film)', 'TCOMC', 'The Count of Monte Cristo (2015 film)', 'The Count of Monte-Cristo', 'danglars', 'count of monte cristo', 'Count of Monte Cristo', 'O Conde de Monte Cristo', 'Andrea Cavalcanti', 'morrel']","Answer the trivia question concisely with the best short answer.
Question: In The Shawshank Redemption when the inmates are organizing books for their library, when told that this classic French novel is about prison break, Morgan Freeman suggests it be filed under education. What novel?
Answer:",Les Misérables.,0.5932478308677673,"{""answer"": ""Les Misérables."", ""uncertainty_score"": 0.5932478308677673}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which three Spice Girls songs were Christmas number ones in the UK?,qz_993,https://www.quiz-zone.co.uk/,"['2 become 1 too much goodbye', '2 Become 1, Too Much, Goodbye']","Answer the trivia question concisely with the best short answer.
Question: Which three Spice Girls songs were Christmas number ones in the UK?
Answer:","Wannabe, 2 Become 1, and Goodbye.",2.358374834060669,"{""answer"": ""Wannabe, 2 Become 1, and Goodbye."", ""uncertainty_score"": 2.358374834060669}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which is the fourth largest of the Balearic Islands?,odql_5532,http://www.odquiz.org.uk/,"['formentera spain', 'Formentera', 'FORMENTERA', 'formentera', 'Formentera, Spain']","Answer the trivia question concisely with the best short answer.
Question: Which is the fourth largest of the Balearic Islands?
Answer:",Menorca.,0.3323381543159485,"{""answer"": ""Menorca."", ""uncertainty_score"": 0.3323381543159485}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Who replaced Anneka Rice on TV’s Treasure Hunt?,odql_12013,http://www.odquiz.org.uk/,"['Annabel Croft', 'annabelle croft', 'annabel croft', 'Annabelle Croft']","Answer the trivia question concisely with the best short answer.
Question: Who replaced Anneka Rice on TV’s Treasure Hunt?
Answer:",Ben Fogle.,1.8832759857177734,"{""answer"": ""Ben Fogle."", ""uncertainty_score"": 1.8832759857177734}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What is the smallest country in the world?,jp_460,www.jetpunk.com,"['geology of vatican city', 'Vatican City (Holy See)', 'Holy See (Vatican)', 'vatican citizenship', 'Citta del Vaticano', 'Roman Catholicism in Rome', 'Vatican City State', 'Vatican City/People', 'History of Vatican City', 'history of vatican city', 'CittÃ del vaticano', 'sovereign of state of vatican city', 'vaticana city', 'Vatican citizenship', 'Geology of the Vatican City', 'people of vatican city', 'Status Civitatis Vaticanae', 'Vatican city', 'ecclesiastical governnment', 'Sovereign of the State of the Vatican City', 'sport in vatican city', 'iso 3166 1 va', 'capital of vatican city', 'vatican city communications', 'demographics of vatican city', 'cittã del vaticano', 'Population of Vatican City', 'list of companies of vatican city', 'Città del Vaticano', 'religion in vatican city', 'population of vatican city', 'Holy See (The Vatican)', 'status civitatis vaticanae', 'Vatican City/Communications', 'Ecclesiastical governnment', 'Stato della Città del Vaticano', 'State of Vatican City', 'Christianity in Vatican City', 'The Vatican City State', 'CittA del vaticano', 'vatican city state', 'Vatican City-State', 'apostolic palace st peter s basilica vatican city', 'citta del vaticano', 'Roman Catholicism in the Vatican City', 'città del vaticano', 'ISO 3166-1:VA', 'Religion in the Vatican City', 'vatikan', 'vatican state', 'state of vatican', 'Capital of Vatican City', 'roman catholicism in rome', 'catholic city', 'communications in vatican city', 'Demographics of the Vatican City', 'history of vatican', 'Vaticana City', 'stato della città del vaticano', 'Communications in the Vatican City', 'State of the City of the Vatican', 'state of vatican city', 'Citta del vaticano', 'christianity in vatican city', 'Vatican City', 'roman catholicism in vatican city', 'Sport in the Vatican City', 'History of Vatican', 'State of the Vatican City', 'Vatican City/History', 'Roman Catholicism in Vatican City', 'Vatican State', 'vatican city', 'vatican city holy see', 'state of city of vatican', 'The Vatican City', 'List of companies of Vatican City', 'vatican city history', 'vatican city people', 'europe vatican', 'State of Vatican', 'Europe/Vatican', 'Catholic City', 'Demographics of Vatican City', 'holy see vatican', 'Città del vaticano', 'Vatikan', 'History of the Vatican City', 'People of Vatican City', ""Apostolic Palace & St. Peter's Basilica, Vatican City""]","Answer the trivia question concisely with the best short answer.
Question: What is the smallest country in the world?
Answer:",Vatican City.,0.10944727808237076,"{""answer"": ""Vatican City."", ""uncertainty_score"": 0.10944727808237076}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
The Latin word via originally meant?,bb_6966,http://www.businessballs.com/,"['Slab stabilization', 'Road building', 'unsealed road', 'road construction', '⛑', 'unpaved road', 'Roadbuilding', 'northumberland road', 'roads', 'Road machinery', 'all weather road', 'Roadbed', 'road system', 'road machinery', 'Motorway (United Kingdom)and (Ireland)', 'Roadways', 'Road transport policy', 'Road maintenance', 'Road system', 'Unsealed road', 'roadbuilding', 'road', 'highway construction', 'approach road', 'Joint sealing', 'slab stabilization', 'Maintaining road', 'Highway construction', 'maintaining road', 'roadways', 'Approach road', 'Unpaved road', 'roads and highways', 'road building', 'road maintenance', 'Roads and Highways', 'Road construction', 'Road', 'All-weather road', 'motorway united kingdom and ireland', 'Stone chippings', 'Roads', 'road transport policy', 'stone chippings', 'Northumberland Road', 'roadbed', 'joint sealing']","Answer the trivia question concisely with the best short answer.
Question: The Latin word via originally meant?
Answer:",Road.,1.3903182744979858,"{""answer"": ""Road."", ""uncertainty_score"": 1.3903182744979858}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Into which river did a US airliner crash land in January of this year (2009)?,odql_6734,http://www.odquiz.org.uk/,"['Hudson (disambiguation)', 'hudson disambiguation', 'Hudson', 'HUDSON', 'hudson']","Answer the trivia question concisely with the best short answer.
Question: Into which river did a US airliner crash land in January of this year (2009)?
Answer:",Hudson River.,2.5263147354125977,"{""answer"": ""Hudson River."", ""uncertainty_score"": 2.5263147354125977}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
How many valves does a trumpet have?,bb_6583,http://www.businessballs.com/,"['3', 'Three', 'three']","Answer the trivia question concisely with the best short answer.
Question: How many valves does a trumpet have?
Answer:",3.,0.7010167837142944,"{""answer"": ""3."", ""uncertainty_score"": 0.7010167837142944}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
The fashionable island Martha's Vineyard is in which US state?,bb_7137,http://www.businessballs.com/,"['Masachussets', 'Masachusets', 'commonwealth of masachussetts', 'masachussets', 'Massechussets', 'commonwealth of massachussetts', 'transport in massachusetts', 'bay state', 'Masachussetts', 'Massachusettes', 'Culture of Massachusetts', 'Massachusites', 'Most Serene Commonwealth of Massachusetts', 'masachussetts', 'most serene commonwealth of massachusetts', 'The Bay State', 'US-MA', 'Massachusetts state', 'commonwealth of masachusetts', 'massachusite', 'massachusetts culture', 'masschusetts', '6th state', 'Masschusetts', 'Massachusets', 'Transportation in Massachusetts', 'massachusetts united states', 'Sixth State', 'masachusets', 'Masshole Commonwealth', 'state of massachusetts', 'Education in Massachusetts', 'massacheusetts', 'massachussetts', 'massitchusits', 'Massachusetts', 'education in massachusetts', 'taxachusetts', 'us ma', 'Massachusetts culture', 'Commonwealth of Masachusetts', 'commonwealth of masachussets', 'massachusetts state', 'commonwealth of massachusetts', 'Commonwealth of Massachusets', 'Massachusetts (U.S. state)', 'massachsuetts', 'massechussets', 'ma state', 'religion in massachusetts', 'economy of massachusetts', 'Transport in Massachusetts', 'sixth state', 'Massachusite', 'Massitchusits', 'commonwealth of massachusets', 'culture of massachusetts', 'Massachusetts (state)', 'Massachus', 'Massechusetts', 'Massachussets', 'Commonwealth of Massachusetts', 'masachusetts', 'Mass.', 'commonwealth of masachusets', 'massachusettsan', 'State of Massachusetts', 'massachusets', 'Massachussetts', 'MA (state)', 'Commonwealth of Massachussetts', 'Massachusettsan', 'massachussets', 'transportation in massachusetts', 'The Commonwealth of Massachusetts', 'Massacheusetts', 'Masachusetts', '6th State', 'Taxachusetts', 'commonwealth of massachussets', 'massachus', 'massechusetts', 'Commonwealth of Masachussetts', 'massachusites', 'massachusetts u s state', 'Economy of Massachusetts', 'mass', 'massachusettes', 'massachusetts', 'Commonwealth of Masachussets', 'Commonwealth of Massachussets', 'masshole commonwealth', 'Massachsuetts', 'Religion in Massachusetts', 'Commonwealth of Masachusets', 'Massachusetts, United States']","Answer the trivia question concisely with the best short answer.
Question: The fashionable island Martha's Vineyard is in which US state?
Answer:",Massachusetts.,0.013492165133357048,"{""answer"": ""Massachusetts."", ""uncertainty_score"": 0.013492165133357048}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
In which capital city are the Vondelpark gardens?,odql_1120,http://www.odquiz.org.uk/,"['capitals of netherlands', 'Amsterdam, Noord Holland', 'UN/LOCODE:NLAMS', 'ámsterdam', 'Amsterdam, Netherlands', 'capital of holland', 'Ampsterdam', 'Amsterdam, Holland', 'Capitals of the Netherlands', 'Classis of Amsterdam', 'amsterdam north holland', 'Amsterdam, The Netherlands', 'un locode nlams', 'Amsterdam, North Holland', 'Capital of Holland', 'Ámsterdam', 'amsterdam noord holland', 'Amsterdam (Netherlands)', 'ampsterdam', 'amsterdam', 'amsterdam holland', 'Amesterdam', 'amesterdam', 'NLAMS', 'amsterdam netherlands', 'AMSTERDAM', 'Geography of Amsterdam', 'nlams', 'classis of amsterdam', 'geography of amsterdam', 'Amsterdam']","Answer the trivia question concisely with the best short answer.
Question: In which capital city are the Vondelpark gardens?
Answer:",Amsterdam.,0.35619133710861206,"{""answer"": ""Amsterdam."", ""uncertainty_score"": 0.35619133710861206}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which singer released the albums Honky Chateau in 1972 and Sleeping with the Past in 1989?,sfq_19212,www.sfquiz.org.uk,"['mrs elton john', 'Mrs. Elton John', 'Reg Kenneth Dwight', 'Eltonjohn', 'Reg Dwight', 'Elton john', 'Elthon John', 'Reggie Dwight', 'reginald dwight', 'elthon john', 'nancy treadlight', 'reg dwight', 'sir elton hercules john cbe', 'Elton john discography', 'Elton Hercules John', 'john elton', 'Elton John Band', 'Sir Elton Hercules John CBE', 'reginald kenneth', 'elton john', 'kenneth dwight', 'Redget Buntovan', 'Reginald K. Dwight', 'list of elton john awards', 'redget buntovan', ""Elton John's discography"", 'Sir John Elton', 'Reginald Kenneth', 'Sir Elton John', 'elton hercules john', 'renate blauel', 'List of Elton John awards', 'Elton John', 'elton h john', 'Elton John Discography', 'Reginald dwight', 'Reginald kenneth dwight', 'Reginald Dwight', 'lord choc ice', 'sir elton', 'Elton H. John', 'sir john elton', 'Nancy Treadlight', 'elton john discography', 'Ann Orson', 'elton john s discography', 'Rockaday Johnny', 'ann orson', 'reggie dwight', 'Renate Blauel', 'eltonjohn', 'reg kenneth dwight', 'reginald kenneth dwight', 'reginald k dwight', 'Sir Elton', 'John, Elton', 'Lady Choc Ice', 'Reginald Kenneth Dwight', 'lady choc ice', 'Kenneth Dwight', 'rockaday johnny', 'sir elton john', 'elton john band', 'Lord Choc Ice']","Answer the trivia question concisely with the best short answer.
Question: Which singer released the albums Honky Chateau in 1972 and Sleeping with the Past in 1989?
Answer:",Elton John.,0.026508726179599762,"{""answer"": ""Elton John."", ""uncertainty_score"": 0.026508726179599762}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"With an urban population of about 700,000 which is the largest city that is in the EU but is not geographically in Europe?",wh_84,http://www.wrexhamquizleague.co.uk/,"['Las Palmas de Gran Canaria,', 'Las palmas de Gran canaria', 'las palmas de gran canaria', 'Banda Municipal of Las Palmas de Gran Canaria', 'las palmas de gran canaria las palmas', 'las palmas', 'Las Palmas', 'Las Palmas, Canary Islands', 'LAS PALMAS', 'Las Palmas de Gran Canaria', 'Las palmas', 'Las Palmas de Gran Canaria, Las Palmas', 'las palmas canary islands', 'UN/LOCODE:ESLPA', 'un locode eslpa', 'Las Palmas De Gran Canaria', 'canary islands las palmas de gran canaria', 'banda municipal of las palmas de gran canaria', 'Canary Islands: Las Palmas de Gran Canaria']","Answer the trivia question concisely with the best short answer.
Question: With an urban population of about 700,000 which is the largest city that is in the EU but is not geographically in Europe?
Answer:",Istanbul.,1.52752685546875,"{""answer"": ""Istanbul."", ""uncertainty_score"": 1.52752685546875}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What does c represent in the equation e = mc*2?,tc_2777,http://www.triviacountry.com/,"['299792458', 'Speed of light in vacuum', 'Light speed barrier', 'Luminal speed', 'Speed of light', 'Electromagnetic wave speed', 'planck velocity', 'lightspeed', 'speed of electricity light', 'luminal speed', 'Speed of electricity/light', 'Speed of light (c)', 'Vacuum speed of light', 'Speed of Light', '299 792 458', '299,792,458', '186282', 'speed of liht', 'speed of ligth', '299,792,458 metres per second', '299 792 458 metres per second', 'Fundamental Speed', 'Velocity of light', 'Speed Of Light', 'speed of radio', 'fundamental speed', 'The speed of radio', 'speed of light', 'Speed of light in a vacuum', 'speed of light c', 'speed of light in vacuum', 'Speed of Liht', ""Weber's constant"", 'speed of massless particles', 'Speed of massless particles', 'Light Speed', 'vacuum speed of light', 'Lightspeed', 'Speed of radio', 'Planck speed', 'planck speed', 'The speed of light', 'percentage of speed of light', 'velocity of light', 'Planck velocity', 'Percentage of the speed of light', 'The speed of light in a vacuum', 'weber s constant', 'Light speed', 'Speed of ligth', 'Speed-of-light', 'electromagnetic wave speed', 'light speed', 'The speed of light in vacuum', 'light speed barrier']","Answer the trivia question concisely with the best short answer.
Question: What does c represent in the equation e = mc*2?
Answer:",Energy.,1.0851893424987793,"{""answer"": ""Energy."", ""uncertainty_score"": 1.0851893424987793}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Pupils of which school are known as Carthusians?,sfq_15462,www.sfquiz.org.uk,"['The Charterhouse', 'charterhouse disambiguation', 'Charterhouse', 'Charterhouse (disambiguation)', 'charterhouse', 'CHARTERHOUSE']","Answer the trivia question concisely with the best short answer.
Question: Pupils of which school are known as Carthusians?
Answer:","Jesuits. 
Explanation: The Carthusians are a Catholic order of monks who are known for their contemplative lifestyle. The Jesuits, on the other hand, are a Catholic order of priests and brothers who are known for their active ministry. The name ""Carthusian"" is derived from the Latin word ""cartusianus,"" meaning ""of the cart,"" which refers to the fact that the monks of this order live in hermitages or cells, often in remote locations. The",28.72223663330078,"{""answer"": ""Jesuits. \nExplanation: The Carthusians are a Catholic order of monks who are known for their contemplative lifestyle. The Jesuits, on the other hand, are a Catholic order of priests and brothers who are known for their active ministry. The name 'Carthusian' is derived from the Latin word 'cartusianus,' meaning 'of the cart,' which refers to the fact that the monks of this order live in hermitages or cells, often in remote locations. The"", ""uncertainty_score"": 28.72223663330078}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Zagreb is the capital city of which country?,qf_2119,http://quiz4free.com/,"['Crotaia', 'Croatia', 'Kroatia', 'croatia hrvatska', 'Croacia', 'hrvatska', 'Hirvatistan', 'Hravatska', 'Hrvatska', 'Trema (Croatia)', 'hirvatistan', 'croácia', 'croazia', 'Croácia', 'crotaia', 'kroatien', 'Republika Hrvatska', 'ISO 3166-1:HR', 'Croazia', 'kroatia', 'Republic of Croatia', 'trema croatia', 'republic of croatia', 'republika hrvatska', 'croatia', 'Kroatien', 'croacia', 'Croatia/Hrvatska', 'iso 3166 1 hr', 'hravatska']","Answer the trivia question concisely with the best short answer.
Question: Zagreb is the capital city of which country?
Answer:",Croatia.,0.017695946618914604,"{""answer"": ""Croatia."", ""uncertainty_score"": 0.017695946618914604}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Published today in 1949, which George Orwell novel features Winston Smith and Big Brother?",qg_1684,https://quizguy.wordpress.com/,"['1984', 'one thousand, nine hundred and eighty-four', 'one thousand nine hundred and eighty four']","Answer the trivia question concisely with the best short answer.
Question: Published today in 1949, which George Orwell novel features Winston Smith and Big Brother?
Answer:",1984.,0.23098382353782654,"{""answer"": ""1984."", ""uncertainty_score"": 0.23098382353782654}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Who was the runner up in the 1979 Le Mans 24 hour race?,qf_719,http://quiz4free.com/,"['paul newman', 'paul l newman', 'Paul L. Newman', 'Paul Newman Racing', 'Paul Leonard Newman', 'Paul Newman', 'paul newman racing', 'paul leonard newman']","Answer the trivia question concisely with the best short answer.
Question: Who was the runner up in the 1979 Le Mans 24 hour race?
Answer:",Jean-Pierre Jaussaud.,3.7412755489349365,"{""answer"": ""Jean-Pierre Jaussaud."", ""uncertainty_score"": 3.7412755489349365}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which mode of transport was invented by Igor Sikorsky?,odql_13692,http://www.odquiz.org.uk/,"['HELicopTer', 'helicopter', 'HElicopTEr', 'HELICOPTER']","Answer the trivia question concisely with the best short answer.
Question: Which mode of transport was invented by Igor Sikorsky?
Answer:",Helicopter.,1.213210105895996,"{""answer"": ""Helicopter."", ""uncertainty_score"": 1.213210105895996}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
A Gaelic sliotar/sliothar features in several field sports as a type of?,bb_5822,http://www.businessballs.com/,"['ball', 'ball games', 'Ball', 'Ball Games', 'A Ball']","Answer the trivia question concisely with the best short answer.
Question: A Gaelic sliotar/sliothar features in several field sports as a type of?
Answer:",Ball.,0.610497236251831,"{""answer"": ""Ball."", ""uncertainty_score"": 0.610497236251831}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Spa is a resort town in which European country?,qb_356,http://www.quizballs.com/,"['Begium', 'Königreich Belgien', 'königreich belgien', 'ISO 3166-1:BE', 'beljam', 'Kingdom of the Belgians', 'Belgian', 'Kingdom of Belgium', 'België', 'people of belgium', 'Belgium', 'Koninkrijk België', 'belgien', 'kingdom of belgians', 'Koenigreich Belgien', 'People of Belgium', 'Beljam', 'Administrative divisions of Belgium', 'belgian', 'belgië', 'koenigreich belgien', 'Cockpit of Europe', 'Royaume de Belgique', 'belgium facts', 'kingdom of belgium', 'Koninkrijk Belgie', 'Belgium/Belgie', 'administrative divisions of belgium', 'belgie', 'Kingdom Of Belgium', 'quebec of europe', 'Belgum', 'belgium', 'Belgium/facts', 'Beldjike', 'beljum', 'begium', 'belgio', 'Belgie', 'The Quebec of Europe', 'Beljum', 'iso 3166 1 be', 'Belgium facts', 'royaume de belgique', 'Belguim', 'Belgio', 'Blegium', 'Beligum', 'belguim', 'belgium belgie', 'Konigreich Belgien', 'koninkrijk belgië', 'Belgique', 'Belgien', 'beligum', 'cockpit of europe', 'belgum', 'belgique', 'beldjike', 'blegium', 'konigreich belgien', 'koninkrijk belgie']","Answer the trivia question concisely with the best short answer.
Question: Spa is a resort town in which European country?
Answer:",Switzerland.,0.4164421260356903,"{""answer"": ""Switzerland."", ""uncertainty_score"": 0.4164421260356903}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which English cathedral has the world's oldest medieval clock?,sfq_19094,www.sfquiz.org.uk,"['The Salisbury', 'SALISBURY', 'salisbury']","Answer the trivia question concisely with the best short answer.
Question: Which English cathedral has the world's oldest medieval clock?
Answer:",Salisbury Cathedral.,1.2746137380599976,"{""answer"": ""Salisbury Cathedral."", ""uncertainty_score"": 1.2746137380599976}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Under what surname did the Bronte sisters originally publish their work?,qz_5484,https://www.quiz-zone.co.uk/,"['Campane', 'Korean bell', 'Glocke', 'bell string', 'Bell (instrument)', 'musical instrument bell', 'bell clapper', 'Bell (music)', 'korean bell', 'bell place', 'bell instrument', 'campane', 'Bell string', 'Bell (musical instrument)', 'jaras', 'Bell clapper', 'bell shaped', 'bell', 'bell music', 'Jaras', 'bell musical instrument', '🕭', 'جرس', 'Musical instrument bell', 'campana musical instrument', 'Bell shaped', 'glocke', 'Bell (place)', 'Bell', 'Campana (musical instrument)', '🔔']","Answer the trivia question concisely with the best short answer.
Question: Under what surname did the Bronte sisters originally publish their work?
Answer:",Brontë.,1.1963369846343994,"{""answer"": ""Brontë."", ""uncertainty_score"": 1.1963369846343994}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""What country, an ideal of the """"Illyrian Movement"""" began to become a reality after the 1918 collapse of Habsburg Austria-Hungary at the end of World War I, and was formally renamed as a """"Kingdom"""" in 1929?""",qw_6344,http://www.quizwise.com/,"['northern yugoslavia', 'yugosavia', 'History of Yugoslavia', 'north yugoslavia', 'Yugosavia', 'South Slavia', 'Yugosalvia', 'ex yu', 'Yugoslavia/History', 'jugoslavija', 'demographics of former yugoslavia', 'Yugoslavia', 'Serboslavia', 'Ex-Yu', 'Jugo-Slavia', 'Northern Yugoslavia', 'Jugoslavia', 'Yugosphere', 'Yougoslavia', 'Changes in yugoslavian religious demographics', 'jugoslavije', 'yugosalvia', 'ex yugoslav', 'South slavia', 'Југославија', 'exyu', 'history of yugoslavia', 'Demographics of the former Yugoslavia', 'Changes in Yugoslavian Religious Demographics', 'south slavia', 'fyr', 'југославија', 'serboslavia', 'Ex-Yugoslav', 'yugosphere', 'ExYu', 'Yugo.', 'yugoslavia', 'Jugoslavija', 'FYR', 'yugo', 'iso 3166 1 yu', 'jugo slavia', 'yougoslavia', 'yugoslavia history', 'changes in yugoslavian religious demographics', 'Jugoslavije', 'jugoslavia', 'ISO 3166-1:YU', 'North Yugoslavia']","Answer the trivia question concisely with the best short answer.
Question: ""What country, an ideal of the """"Illyrian Movement"""" began to become a reality after the 1918 collapse of Habsburg Austria-Hungary at the end of World War I, and was formally renamed as a """"Kingdom"""" in 1929?""
Answer:",Yugoslavia.,0.06679287552833557,"{""answer"": ""Yugoslavia."", ""uncertainty_score"": 0.06679287552833557}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Smithsonite is a carbonate of zinc, by what name is it commonly known?",sfq_4250,www.sfquiz.org.uk,"['chalomine lotion', 'Calamine lotion', 'Caladryl', 'Calamine', 'calamine', 'Calomine', 'calomine', 'caladryl', 'calamine lotion', 'Chalomine lotion', 'Calamine Lotion']","Answer the trivia question concisely with the best short answer.
Question: Smithsonite is a carbonate of zinc, by what name is it commonly known?
Answer:","Azurite. (No, that's incorrect. Smithsonite is actually known as Azurite's companion mineral, and it is commonly known as Celestite.) 
Corrected answer: Celestite.",11.507401466369629,"{""answer"": ""Azurite. (No, that's incorrect. Smithsonite is actually known as Azurite's companion mineral, and it is commonly known as Celestite.) \nCorrected answer: Celestite."", ""uncertainty_score"": 11.507401466369629}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Which sea, with ports Venice and Split, is the northernmost part of the Mediterranean Sea?",bb_4171,http://www.businessballs.com/,"['adriatic sea', 'Pollution of the Adriatic Sea', 'Adriatic', 'Adriatic coast', 'jadransko morje', 'Jadransko morje', 'Adriatic Coast', 'Adriatic sea', 'Jadransko more', 'mare hadriaticum', 'Adriatic Sea', 'Mare hadriaticum', 'jadransko more', 'adriatic', 'adriatic coast', 'pollution of adriatic sea']","Answer the trivia question concisely with the best short answer.
Question: Which sea, with ports Venice and Split, is the northernmost part of the Mediterranean Sea?
Answer:",Adriatic Sea.,0.08737890422344208,"{""answer"": ""Adriatic Sea."", ""uncertainty_score"": 0.08737890422344208}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""According to the English nursery rhyme, who """"called for his pipe and called for his bowl and called for his fiddlers three""""?""",qw_10899,http://www.quizwise.com/,"['Coel Hen', 'coel godhebog', 'godhebog', 'godebog', 'Coel Godhebog', 'Coel', 'Godhebog', 'king cole', 'King Coel', 'king coel', 'Godebog', 'coeling', 'coel hen', 'coel', 'King Cole', 'Coeling']","Answer the trivia question concisely with the best short answer.
Question: ""According to the English nursery rhyme, who """"called for his pipe and called for his bowl and called for his fiddlers three""""?""
Answer:",Humpty Dumpty.,1.1125935316085815,"{""answer"": ""Humpty Dumpty."", ""uncertainty_score"": 1.1125935316085815}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
