id,title,question,context,answers,is_impossible,question_id,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
57296497af94a219006aa376,Planck_constant,Einstein's photoelectric effect work was rewards as opposed to his work on what other topic?,"The photoelectric effect is the emission of electrons (called ""photoelectrons"") from a surface when light is shone on it. It was first observed by Alexandre Edmond Becquerel in 1839, although credit is usually reserved for Heinrich Hertz, who published the first thorough investigation in 1887. Another particularly thorough investigation was published by Philipp Lenard in 1902. Einstein's 1905 paper discussing the effect in terms of light quanta would earn him the Nobel Prize in 1921, when his predictions had been confirmed by the experimental work of Robert Andrews Millikan. The Nobel committee awarded the prize for his work on the photo-electric effect, rather than relativity, both because of a bias against purely theoretical physics not grounded in discovery or experiment, and dissent amongst its members as to the actual proof that relativity was real.",['relativity'],False,57296497af94a219006aa376,"You are a question-answering assistant. Answer with a short span from the context only.
Context: The photoelectric effect is the emission of electrons (called ""photoelectrons"") from a surface when light is shone on it. It was first observed by Alexandre Edmond Becquerel in 1839, although credit is usually reserved for Heinrich Hertz, who published the first thorough investigation in 1887. Another particularly thorough investigation was published by Philipp Lenard in 1902. Einstein's 1905 paper discussing the effect in terms of light quanta would earn him the Nobel Prize in 1921, when his predictions had been confirmed by the experimental work of Robert Andrews Millikan. The Nobel committee awarded the prize for his work on the photo-electric effect, rather than relativity, both because of a bias against purely theoretical physics not grounded in discovery or experiment, and dissent amongst its members as to the actual proof that relativity was real.
Question: Einstein's photoelectric effect work was rewards as opposed to his work on what other topic?
Answer:",Relativity.,0.03271225467324257,"{""answer"": ""Relativity."", ""uncertainty_score"": 0.03271225467324257}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
56f7522ea6d7ea1400e171a8,Classical_music,How much did the Governor of Georgia budget per year to provide every child with a CD of classical music?,"During the 1990s, several research papers and popular books wrote on what came to be called the ""Mozart effect"": an observed temporary, small elevation of scores on certain tests as a result of listening to Mozart's works. The approach has been popularized in a book by Don Campbell, and is based on an experiment published in Nature suggesting that listening to Mozart temporarily boosted students' IQ by 8 to 9 points. This popularized version of the theory was expressed succinctly by the New York Times music columnist Alex Ross: ""researchers... have determined that listening to Mozart actually makes you smarter."" Promoters marketed CDs claimed to induce the effect. Florida passed a law requiring toddlers in state-run schools to listen to classical music every day, and in 1998 the governor of Georgia budgeted $105,000 per year to provide every child born in Georgia with a tape or CD of classical music. One of the co-authors of the original studies of the Mozart effect commented ""I don't think it can hurt. I'm all for exposing children to wonderful cultural experiences. But I do think the money could be better spent on music education programs.""","['$105,000']",False,56f7522ea6d7ea1400e171a8,"You are a question-answering assistant. Answer with a short span from the context only.
Context: During the 1990s, several research papers and popular books wrote on what came to be called the ""Mozart effect"": an observed temporary, small elevation of scores on certain tests as a result of listening to Mozart's works. The approach has been popularized in a book by Don Campbell, and is based on an experiment published in Nature suggesting that listening to Mozart temporarily boosted students' IQ by 8 to 9 points. This popularized version of the theory was expressed succinctly by the New York Times music columnist Alex Ross: ""researchers... have determined that listening to Mozart actually makes you smarter."" Promoters marketed CDs claimed to induce the effect. Florida passed a law requiring toddlers in state-run schools to listen to classical music every day, and in 1998 the governor of Georgia budgeted $105,000 per year to provide every child born in Georgia with a tape or CD of classical music. One of the co-authors of the original studies of the Mozart effect commented ""I don't think it can hurt. I'm all for exposing children to wonderful cultural experiences. But I do think the money could be better spent on music education programs.""
Question: How much did the Governor of Georgia budget per year to provide every child with a CD of classical music?
Answer:","$105,000.",0.0157881211489439,"{""answer"": ""$105,000."", ""uncertainty_score"": 0.0157881211489439}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
57278182dd62a815002e9f06,Textual_criticism,What is the main principle of lectio brevior?,"Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading). The first is the general observation that scribes tended to add words, for clarification or out of habit, more often than they removed them. The second, lectio difficilior potior (the harder reading is stronger), recognizes the tendency for harmonization—resolving apparent inconsistencies in the text. Applying this principle leads to taking the more difficult (unharmonized) reading as being more likely to be the original. Such cases also include scribes simplifying and smoothing texts they did not fully understand.","['scribes tended to add words, for clarification or out of habit']",False,57278182dd62a815002e9f06,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading). The first is the general observation that scribes tended to add words, for clarification or out of habit, more often than they removed them. The second, lectio difficilior potior (the harder reading is stronger), recognizes the tendency for harmonization—resolving apparent inconsistencies in the text. Applying this principle leads to taking the more difficult (unharmonized) reading as being more likely to be the original. Such cases also include scribes simplifying and smoothing texts they did not fully understand.
Question: What is the main principle of lectio brevior?
Answer:","The main principle of lectio brevior is that scribes tend to add words, for clarification or out of habit, more often than they remove them.",1.1555818319320679,"{""answer"": ""The main principle of lectio brevior is that scribes tend to add words, for clarification or out of habit, more often than they remove them."", ""uncertainty_score"": 1.1555818319320679}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5ad0b1c6645df0001a2d0084,Edmund_Burke,What city was Mary nee Nagle born in?,"Burke was born in Dublin, Ireland. His mother Mary née Nagle (c. 1702 – 1770) was a Roman Catholic who hailed from a déclassé County Cork family (and a cousin of Nano Nagle), whereas his father, a successful solicitor, Richard (died 1761), was a member of the Church of Ireland; it remains unclear whether this is the same Richard Burke who converted from Catholicism. The Burke dynasty descends from an Anglo-Norman knight surnamed de Burgh (latinised as de Burgo) who arrived in Ireland in 1185 following Henry II of England's 1171 invasion of Ireland.",[],True,5ad0b1c6645df0001a2d0084,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Burke was born in Dublin, Ireland. His mother Mary née Nagle (c. 1702 – 1770) was a Roman Catholic who hailed from a déclassé County Cork family (and a cousin of Nano Nagle), whereas his father, a successful solicitor, Richard (died 1761), was a member of the Church of Ireland; it remains unclear whether this is the same Richard Burke who converted from Catholicism. The Burke dynasty descends from an Anglo-Norman knight surnamed de Burgh (latinised as de Burgo) who arrived in Ireland in 1185 following Henry II of England's 1171 invasion of Ireland.
Question: What city was Mary nee Nagle born in?
Answer:",Dublin.,0.6816756725311279,"{""answer"": ""Dublin."", ""uncertainty_score"": 0.6816756725311279}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5706a32275f01819005e7c9b,House_music,"how long was phuture's ""acid tracks""?","Acid house arose from Chicago artists' experiments with the squelchy Roland TB-303 bass synthesizer, and the style's origins on vinyl is generally cited as Phuture's ""Acid Tracks"" (1987). Phuture, a group founded by Nathan ""DJ Pierre"" Jones, Earl ""Spanky"" Smith Jr., and Herbert ""Herb J"" Jackson, is credited with having been the first to use the TB-303 in the house music context. The group's 12-minute ""Acid Tracks"" was recorded to tape and was played by DJ Ron Hardy at the Music Box, where Hardy was resident DJ. Hardy once played it four times over the course of an evening until the crowd responded favorably. The track also utilized a Roland TR-707 drum machine.",['12-minute'],False,5706a32275f01819005e7c9b,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Acid house arose from Chicago artists' experiments with the squelchy Roland TB-303 bass synthesizer, and the style's origins on vinyl is generally cited as Phuture's ""Acid Tracks"" (1987). Phuture, a group founded by Nathan ""DJ Pierre"" Jones, Earl ""Spanky"" Smith Jr., and Herbert ""Herb J"" Jackson, is credited with having been the first to use the TB-303 in the house music context. The group's 12-minute ""Acid Tracks"" was recorded to tape and was played by DJ Ron Hardy at the Music Box, where Hardy was resident DJ. Hardy once played it four times over the course of an evening until the crowd responded favorably. The track also utilized a Roland TR-707 drum machine.
Question: how long was phuture's ""acid tracks""?
Answer:",12 minutes.,0.01578032225370407,"{""answer"": ""12 minutes."", ""uncertainty_score"": 0.01578032225370407}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5a8c972afd22b3001a8d8ba7,FA_Cup,When was the final played early so that England could prepare for the UEFA Champions League?,"The final is normally held the Saturday after the Premier League season finishes in May. The only seasons in recent times when this pattern was not followed were 1999–2000, when most rounds were played a few weeks earlier than normal as an experiment, and 2010–11 and 2012–13 when the FA Cup Final was played before the Premier League season had finished, to allow Wembley Stadium to be ready for the UEFA Champions League final, as well as in 2011–12 to allow England time to prepare for that summer's European Championships.",[],True,5a8c972afd22b3001a8d8ba7,"You are a question-answering assistant. Answer with a short span from the context only.
Context: The final is normally held the Saturday after the Premier League season finishes in May. The only seasons in recent times when this pattern was not followed were 1999–2000, when most rounds were played a few weeks earlier than normal as an experiment, and 2010–11 and 2012–13 when the FA Cup Final was played before the Premier League season had finished, to allow Wembley Stadium to be ready for the UEFA Champions League final, as well as in 2011–12 to allow England time to prepare for that summer's European Championships.
Question: When was the final played early so that England could prepare for the UEFA Champions League?
Answer:",2011–12.,0.798215389251709,"{""answer"": ""2011–12."", ""uncertainty_score"": 0.798215389251709}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5726a117f1498d1400e8e557,Queen_(band),Where did Queen play during the height of Apartheid?,"That year, Queen began The Works Tour, the first tour to feature keyboardist Spike Edney as an extra live musician. The tour featured nine sold-out dates in October in Bophuthatswana, South Africa, at the arena in Sun City. Upon returning to England, they were the subject of outrage, having played in South Africa during the height of apartheid and in violation of worldwide divestment efforts and a United Nations cultural boycott. The band responded to the critics by stating that they were playing music for fans in South Africa, and they also stressed that the concerts were played before integrated audiences. Queen donated to a school for the deaf and blind as a philanthropic gesture but were fined by the British Musicians' Union and placed on the United Nations' blacklisted artists.",['South Africa'],False,5726a117f1498d1400e8e557,"You are a question-answering assistant. Answer with a short span from the context only.
Context: That year, Queen began The Works Tour, the first tour to feature keyboardist Spike Edney as an extra live musician. The tour featured nine sold-out dates in October in Bophuthatswana, South Africa, at the arena in Sun City. Upon returning to England, they were the subject of outrage, having played in South Africa during the height of apartheid and in violation of worldwide divestment efforts and a United Nations cultural boycott. The band responded to the critics by stating that they were playing music for fans in South Africa, and they also stressed that the concerts were played before integrated audiences. Queen donated to a school for the deaf and blind as a philanthropic gesture but were fined by the British Musicians' Union and placed on the United Nations' blacklisted artists.
Question: Where did Queen play during the height of Apartheid?
Answer:",South Africa.,1.1461786031723022,"{""answer"": ""South Africa."", ""uncertainty_score"": 1.1461786031723022}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5ad26c14d7d075001a429374,Dominican_Order,What did French Dominican spirituality concentrate on?,"Concerning humanity as the image of Christ, English Dominican spirituality concentrated on the moral implications of image-bearing rather than the philosophical foundations of the imago Dei. The process of Christ's life, and the process of image-bearing, amends humanity to God's image. The idea of the ""image of God"" demonstrates both the ability of man to move toward God (as partakers in Christ's redeeming sacrifice), and that, on some level, man is always an image of God. As their love and knowledge of God grows and is sanctified by faith and experience, the image of God within man becomes ever more bright and clear.",[],True,5ad26c14d7d075001a429374,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Concerning humanity as the image of Christ, English Dominican spirituality concentrated on the moral implications of image-bearing rather than the philosophical foundations of the imago Dei. The process of Christ's life, and the process of image-bearing, amends humanity to God's image. The idea of the ""image of God"" demonstrates both the ability of man to move toward God (as partakers in Christ's redeeming sacrifice), and that, on some level, man is always an image of God. As their love and knowledge of God grows and is sanctified by faith and experience, the image of God within man becomes ever more bright and clear.
Question: What did French Dominican spirituality concentrate on?
Answer:",The moral implications of image-bearing.,0.12815536558628082,"{""answer"": ""The moral implications of image-bearing."", ""uncertainty_score"": 0.12815536558628082}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
572ab0ca111d821400f38cd9,Royal_assent,Who declared the King capable of excersizing power again after a brief lapse in 1990?,"In Belgium, the sanction royale has the same legal effect as royal assent; the Belgian constitution requires a theoretically possible refusal of royal sanction to be countersigned—as any other act of the monarch—by a minister responsible before the House of Representatives. The monarch promulgates the law, meaning that he or she formally orders that the law be officially published and executed. In 1990, when King Baudouin advised his cabinet he could not, in conscience, sign a bill decriminalising abortion (a refusal patently not covered by a responsible minister), the Council of Ministers, at the King's own request, declared Baudouin incapable of exercising his powers. In accordance with the Belgian constitution, upon the declaration of the sovereign's incapacity, the Council of Ministers assumed the powers of the head of state until parliament could rule on the King's incapacity and appoint a regent. The bill was then assented to by all members of the Council of Ministers ""on behalf of the Belgian People"". In a joint meeting, both houses of parliament declared the King capable of exercising his powers again the next day.",['both houses of parliament'],False,572ab0ca111d821400f38cd9,"You are a question-answering assistant. Answer with a short span from the context only.
Context: In Belgium, the sanction royale has the same legal effect as royal assent; the Belgian constitution requires a theoretically possible refusal of royal sanction to be countersigned—as any other act of the monarch—by a minister responsible before the House of Representatives. The monarch promulgates the law, meaning that he or she formally orders that the law be officially published and executed. In 1990, when King Baudouin advised his cabinet he could not, in conscience, sign a bill decriminalising abortion (a refusal patently not covered by a responsible minister), the Council of Ministers, at the King's own request, declared Baudouin incapable of exercising his powers. In accordance with the Belgian constitution, upon the declaration of the sovereign's incapacity, the Council of Ministers assumed the powers of the head of state until parliament could rule on the King's incapacity and appoint a regent. The bill was then assented to by all members of the Council of Ministers ""on behalf of the Belgian People"". In a joint meeting, both houses of parliament declared the King capable of exercising his powers again the next day.
Question: Who declared the King capable of excersizing power again after a brief lapse in 1990?
Answer:",Both houses of parliament.,0.26657310128211975,"{""answer"": ""Both houses of parliament."", ""uncertainty_score"": 0.26657310128211975}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5726050338643c19005acf5c,Hellenistic_period,Alexander suffered from what mental disorder?,"It seems likely that Alexander himself pursued policies which led Hellenization, such as the foundations of new cities and Greek colonies. While it may have been a deliberate attempt to spread Greek culture (or as Arrian says, ""to civilise the natives""), it is more likely that it was a series of pragmatic measures designed to aid in the rule of his enormous empire. Cities and colonies were centers of administrative control and Macedonian power in a newly conquered region. Alexander also seems to have attempted to create a mixed Greco-Persian elite class as shown by the Susa weddings and his adoption of some forms of Persian dress and court culture. He also brought in Persian and other non-Greek peoples into his military and even the elite cavalry units of the companion cavalry. Again, it is probably better to see these policies as a pragmatic response to the demands of ruling a large empire than to any idealized attempt to bringing Greek culture to the 'barbarians'. This approach was bitterly resented by the Macedonians and discarded by most of the Diadochi after Alexander's death. These policies can also be interpreted as the result of Alexander's possible megalomania during his later years.",['megalomania'],False,5726050338643c19005acf5c,"You are a question-answering assistant. Answer with a short span from the context only.
Context: It seems likely that Alexander himself pursued policies which led Hellenization, such as the foundations of new cities and Greek colonies. While it may have been a deliberate attempt to spread Greek culture (or as Arrian says, ""to civilise the natives""), it is more likely that it was a series of pragmatic measures designed to aid in the rule of his enormous empire. Cities and colonies were centers of administrative control and Macedonian power in a newly conquered region. Alexander also seems to have attempted to create a mixed Greco-Persian elite class as shown by the Susa weddings and his adoption of some forms of Persian dress and court culture. He also brought in Persian and other non-Greek peoples into his military and even the elite cavalry units of the companion cavalry. Again, it is probably better to see these policies as a pragmatic response to the demands of ruling a large empire than to any idealized attempt to bringing Greek culture to the 'barbarians'. This approach was bitterly resented by the Macedonians and discarded by most of the Diadochi after Alexander's death. These policies can also be interpreted as the result of Alexander's possible megalomania during his later years.
Question: Alexander suffered from what mental disorder?
Answer:","None mentioned in the context. 
Note: The context does not mention Alexander suffering from any mental disorder. It only discusses his policies and their possible motivations.",7.612592697143555,"{""answer"": ""None mentioned in the context. \nNote: The context does not mention Alexander suffering from any mental disorder. It only discusses his policies and their possible motivations."", ""uncertainty_score"": 7.612592697143555}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
570d1fc0b3d812140066d455,Macintosh,What replaced the Macintosh Portable in 1991?,"It was not long until Apple released their first portable computer, the Macintosh Portable in 1989. Although due to considerable design issues, it was soon replaced in 1991 with the first of the PowerBook line: the PowerBook 100, a miniaturized portable; the 16 MHz 68030 PowerBook 140; and the 25 MHz 68030 PowerBook 170. They were the first portable computers with the keyboard behind a palm rest and a built-in pointing device (a trackball) in front of the keyboard. The 1993 PowerBook 165c was Apple's first portable computer to feature a color screen, displaying 256 colors with 640 x 400-pixel resolution. The second generation of PowerBooks, the 68040-equipped 500 series, introduced trackpads, integrated stereo speakers, and built-in Ethernet to the laptop form factor in 1994.",['the PowerBook line'],False,570d1fc0b3d812140066d455,"You are a question-answering assistant. Answer with a short span from the context only.
Context: It was not long until Apple released their first portable computer, the Macintosh Portable in 1989. Although due to considerable design issues, it was soon replaced in 1991 with the first of the PowerBook line: the PowerBook 100, a miniaturized portable; the 16 MHz 68030 PowerBook 140; and the 25 MHz 68030 PowerBook 170. They were the first portable computers with the keyboard behind a palm rest and a built-in pointing device (a trackball) in front of the keyboard. The 1993 PowerBook 165c was Apple's first portable computer to feature a color screen, displaying 256 colors with 640 x 400-pixel resolution. The second generation of PowerBooks, the 68040-equipped 500 series, introduced trackpads, integrated stereo speakers, and built-in Ethernet to the laptop form factor in 1994.
Question: What replaced the Macintosh Portable in 1991?
Answer:",The PowerBook 100.,0.20367632806301117,"{""answer"": ""The PowerBook 100."", ""uncertainty_score"": 0.20367632806301117}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5726086889a1e219009ac16f,Incandescent_light_bulb,How can luminescent light sources be modified to resemble the appearance of incandescents?,"There are many non-incandescent light sources, such as the fluorescent lamp, high-intensity discharge lamps and LED lamps, which have higher luminous efficiency, and some have been designed to be retrofitted in fixtures for incandescent lights. These devices produce light by luminescence. These lamps produce discrete spectral lines and do not have the broad ""tail"" of invisible infrared emissions. By careful selection of which electron energy level transitions are used, and fluorescent coatings which modify the spectral distribution, the spectrum emitted can be tuned to mimic the appearance of incandescent sources, or other different color temperatures of white light. Due to the discrete spectral lines rather than a continuous spectrum, the light is not ideal for applications such as photography and cinematography.","['By careful selection of which electron energy level transitions are used, and fluorescent coatings which modify the spectral distribution']",False,5726086889a1e219009ac16f,"You are a question-answering assistant. Answer with a short span from the context only.
Context: There are many non-incandescent light sources, such as the fluorescent lamp, high-intensity discharge lamps and LED lamps, which have higher luminous efficiency, and some have been designed to be retrofitted in fixtures for incandescent lights. These devices produce light by luminescence. These lamps produce discrete spectral lines and do not have the broad ""tail"" of invisible infrared emissions. By careful selection of which electron energy level transitions are used, and fluorescent coatings which modify the spectral distribution, the spectrum emitted can be tuned to mimic the appearance of incandescent sources, or other different color temperatures of white light. Due to the discrete spectral lines rather than a continuous spectrum, the light is not ideal for applications such as photography and cinematography.
Question: How can luminescent light sources be modified to resemble the appearance of incandescents?
Answer:","By careful selection of which electron energy level transitions are used, and fluorescent coatings which modify the spectral distribution.",0.36923980712890625,"{""answer"": ""By careful selection of which electron energy level transitions are used, and fluorescent coatings which modify the spectral distribution."", ""uncertainty_score"": 0.36923980712890625}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
56fde0be761e401900d28c1f,Computer,What is one of the first electromechanical relay computers?,"Early digital computers were electromechanical; electric switches drove mechanical relays to perform the calculation. These devices had a low operating speed and were eventually superseded by much faster all-electric computers, originally using vacuum tubes. The Z2, created by German engineer Konrad Zuse in 1939, was one of the earliest examples of an electromechanical relay computer.",['The Z2'],False,56fde0be761e401900d28c1f,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Early digital computers were electromechanical; electric switches drove mechanical relays to perform the calculation. These devices had a low operating speed and were eventually superseded by much faster all-electric computers, originally using vacuum tubes. The Z2, created by German engineer Konrad Zuse in 1939, was one of the earliest examples of an electromechanical relay computer.
Question: What is one of the first electromechanical relay computers?
Answer:",The Z2.,0.3902370035648346,"{""answer"": ""The Z2."", ""uncertainty_score"": 0.3902370035648346}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5a7b9ed221c2de001afea1d6,National_Archives_and_Records_Administration,What company did Allen Weinstein work for in 2006?,"In an effort to make its holdings more widely available and more easily accessible, the National Archives began entering into public–private partnerships in 2006. A joint venture with Google will digitize and offer NARA video online. When announcing the agreement, Archivist Allen Weinstein said that this pilot program is",[],True,5a7b9ed221c2de001afea1d6,"You are a question-answering assistant. Answer with a short span from the context only.
Context: In an effort to make its holdings more widely available and more easily accessible, the National Archives began entering into public–private partnerships in 2006. A joint venture with Google will digitize and offer NARA video online. When announcing the agreement, Archivist Allen Weinstein said that this pilot program is
Question: What company did Allen Weinstein work for in 2006?
Answer:",Google.,0.2972264289855957,"{""answer"": ""Google."", ""uncertainty_score"": 0.2972264289855957}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
571ac3f89499d21900609afe,Pharmaceutical_industry,When did the Pure Food and Drugs Act get implemented?,"Prior to the 20th century drugs were generally produced by small scale manufacturers with little regulatory control over manufacturing or claims of safety and efficacy. To the extent that such laws did exist, enforcement was lax. In the United States, increased regulation of vaccines and other biological drugs was spurred by tetanus outbreaks and deaths caused by the distribution of contaminated smallpox vaccine and diphtheria antitoxin. The Biologics Control Act of 1902 required that federal government grant premarket approval for every biological drug and for the process and facility producing such drugs. This was followed in 1906 by the Pure Food and Drugs Act, which forbade the interstate distribution of adulterated or misbranded foods and drugs. A drug was considered misbranded if it contained alcohol, morphine, opium, cocaine, or any of several other potentially dangerous or addictive drugs, and if its label failed to indicate the quantity or proportion of such drugs. The government's attempts to use the law to prosecute manufacturers for making unsupported claims of efficacy were undercut by a Supreme Court ruling restricting the federal government's enforcement powers to cases of incorrect specification of the drug's ingredients.",['1906'],False,571ac3f89499d21900609afe,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Prior to the 20th century drugs were generally produced by small scale manufacturers with little regulatory control over manufacturing or claims of safety and efficacy. To the extent that such laws did exist, enforcement was lax. In the United States, increased regulation of vaccines and other biological drugs was spurred by tetanus outbreaks and deaths caused by the distribution of contaminated smallpox vaccine and diphtheria antitoxin. The Biologics Control Act of 1902 required that federal government grant premarket approval for every biological drug and for the process and facility producing such drugs. This was followed in 1906 by the Pure Food and Drugs Act, which forbade the interstate distribution of adulterated or misbranded foods and drugs. A drug was considered misbranded if it contained alcohol, morphine, opium, cocaine, or any of several other potentially dangerous or addictive drugs, and if its label failed to indicate the quantity or proportion of such drugs. The government's attempts to use the law to prosecute manufacturers for making unsupported claims of efficacy were undercut by a Supreme Court ruling restricting the federal government's enforcement powers to cases of incorrect specification of the drug's ingredients.
Question: When did the Pure Food and Drugs Act get implemented?
Answer:",1906.,0.36494797468185425,"{""answer"": ""1906."", ""uncertainty_score"": 0.36494797468185425}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
57313c97e6313a140071cd6a,Qing_dynasty,How many books were in the Siku Quanshu?,"Qianlong's reign saw the launch of several ambitious cultural projects, including the compilation of the Siku Quanshu, or Complete Repository of the Four Branches of Literature. With a total of over 3,400 books, 79,000 chapters, and 36,304 volumes, the Siku Quanshu is the largest collection of books in Chinese history. Nevertheless, Qianlong used Literary Inquisition to silence opposition. The accusation of individuals began with the emperor's own interpretation of the true meaning of the corresponding words. If the emperor decided these were derogatory or cynical towards the dynasty, persecution would begin. Literary inquisition began with isolated cases at the time of Shunzhi and Kangxi, but became a pattern under Qianlong's rule, during which there were 53 cases of literary persecution.","['3,400 books']",False,57313c97e6313a140071cd6a,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Qianlong's reign saw the launch of several ambitious cultural projects, including the compilation of the Siku Quanshu, or Complete Repository of the Four Branches of Literature. With a total of over 3,400 books, 79,000 chapters, and 36,304 volumes, the Siku Quanshu is the largest collection of books in Chinese history. Nevertheless, Qianlong used Literary Inquisition to silence opposition. The accusation of individuals began with the emperor's own interpretation of the true meaning of the corresponding words. If the emperor decided these were derogatory or cynical towards the dynasty, persecution would begin. Literary inquisition began with isolated cases at the time of Shunzhi and Kangxi, but became a pattern under Qianlong's rule, during which there were 53 cases of literary persecution.
Question: How many books were in the Siku Quanshu?
Answer:","Over 3,400 books.",0.13309556245803833,"{""answer"": ""Over 3,400 books."", ""uncertainty_score"": 0.13309556245803833}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5728b5ba3acd2414000dfd29,Estonia,What is the length of the border that Estonia shares with Lativa?,"Estonia's land border with Latvia runs 267 kilometers; the Russian border runs 290 kilometers. From 1920 to 1945, Estonia's border with Russia, set by the 1920 Tartu Peace Treaty, extended beyond the Narva River in the northeast and beyond the town of Pechory (Petseri) in the southeast. This territory, amounting to some 2,300 square kilometres (888 sq mi), was incorporated into Russia by Stalin at the end of World War II. For this reason the borders between Estonia and Russia are still not defined.",['267 kilometers'],False,5728b5ba3acd2414000dfd29,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Estonia's land border with Latvia runs 267 kilometers; the Russian border runs 290 kilometers. From 1920 to 1945, Estonia's border with Russia, set by the 1920 Tartu Peace Treaty, extended beyond the Narva River in the northeast and beyond the town of Pechory (Petseri) in the southeast. This territory, amounting to some 2,300 square kilometres (888 sq mi), was incorporated into Russia by Stalin at the end of World War II. For this reason the borders between Estonia and Russia are still not defined.
Question: What is the length of the border that Estonia shares with Lativa?
Answer:",267 kilometers.,0.012452884577214718,"{""answer"": ""267 kilometers."", ""uncertainty_score"": 0.012452884577214718}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
57299fb33f37b31900478519,Appalachian_Mountains,What is the climate like on the summits?,"The Appalachian belt includes, with the ranges enumerated above, the plateaus sloping southward to the Atlantic Ocean in New England, and south-eastward to the border of the coastal plain through the central and southern Atlantic states; and on the north-west, the Allegheny and Cumberland plateaus declining toward the Great Lakes and the interior plains. A remarkable feature of the belt is the longitudinal chain of broad valleys, including The Great Appalachian Valley, which in the southerly sections divides the mountain system into two unequal portions, but in the northernmost lies west of all the ranges possessing typical Appalachian features, and separates them from the Adirondack group. The mountain system has no axis of dominating altitudes, but in every portion the summits rise to rather uniform heights, and, especially in the central section, the various ridges and intermontane valleys have the same trend as the system itself. None of the summits reaches the region of perpetual snow.",['None of the summits reaches the region of perpetual snow.'],False,57299fb33f37b31900478519,"You are a question-answering assistant. Answer with a short span from the context only.
Context: The Appalachian belt includes, with the ranges enumerated above, the plateaus sloping southward to the Atlantic Ocean in New England, and south-eastward to the border of the coastal plain through the central and southern Atlantic states; and on the north-west, the Allegheny and Cumberland plateaus declining toward the Great Lakes and the interior plains. A remarkable feature of the belt is the longitudinal chain of broad valleys, including The Great Appalachian Valley, which in the southerly sections divides the mountain system into two unequal portions, but in the northernmost lies west of all the ranges possessing typical Appalachian features, and separates them from the Adirondack group. The mountain system has no axis of dominating altitudes, but in every portion the summits rise to rather uniform heights, and, especially in the central section, the various ridges and intermontane valleys have the same trend as the system itself. None of the summits reaches the region of perpetual snow.
Question: What is the climate like on the summits?
Answer:",None of the summits reaches the region of perpetual snow.,0.028456546366214752,"{""answer"": ""None of the summits reaches the region of perpetual snow."", ""uncertainty_score"": 0.028456546366214752}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
