question,title,answer,passage,context,input_text,model_output,model_answer,uncertainty_score,ground_truth,match
is aldi the largest grocer in the world,Aldi,False,"In the United Kingdom, Aldi has won Supermarket of the Year two years in a row (2012/13), and in 2013, Aldi won the Grocer of the Year Award. However, in February 2015, Aldi narrowly lost to Waitrose for the title of Supermarket of the Year 2015. In April 2015, Aldi overtook Waitrose to become the United Kingdom's sixth-largest supermarket chain. In February 2017, Aldi overtook Co-op to become the United Kingdom's fifth largest supermarket chain.. In May 2017, Aldi lost out to Marks & Spencer for the title of 'Which? Supermarket of the Year 2017. In the United States, due to the relatively low staffing of Aldi locations compared to other supermarket chains, Aldi has a reputation of starting employees out at significantly higher than minimum wage, unusual among American supermarkets.","In the United Kingdom, Aldi has won Supermarket of the Year two years in a row (2012/13), and in 2013, Aldi won the Grocer of the Year Award. However, in February 2015, Aldi narrowly lost to Waitrose for the title of Supermarket of the Year 2015. In April 2015, Aldi overtook Waitrose to become the United Kingdom's sixth-largest supermarket chain. In February 2017, Aldi overtook Co-op to become the United Kingdom's fifth largest supermarket chain.. In May 2017, Aldi lost out to Marks & Spencer for the title of 'Which? Supermarket of the Year 2017. In the United States, due to the relatively low staffing of Aldi locations compared to other supermarket chains, Aldi has a reputation of starting employees out at significantly higher than minimum wage, unusual among American supermarkets.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: In the United Kingdom, Aldi has won Supermarket of the Year two years in a row (2012/13), and in 2013, Aldi won the Grocer of the Year Award. However, in February 2015, Aldi narrowly lost to Waitrose for the title of Supermarket of the Year 2015. In April 2015, Aldi overtook Waitrose to become the United Kingdom's sixth-largest supermarket chain. In February 2017, Aldi overtook Co-op to become the United Kingdom's fifth largest supermarket chain.. In May 2017, Aldi lost out to Marks & Spencer for the title of 'Which? Supermarket of the Year 2017. In the United States, due to the relatively low staffing of Aldi locations compared to other supermarket chains, Aldi has a reputation of starting employees out at significantly higher than minimum wage, unusual among American supermarkets.
Question: is aldi the largest grocer in the world","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: no",0.8396062850952148,false,False
can you buy a car in nj on sunday,Blue law,False,"In Texas, for example, blue laws prohibited selling housewares such as pots, pans, and washing machines on Sunday until 1985. In Colorado, Illinois, Indiana, Iowa, Louisiana, Maine, Minnesota, Missouri, Oklahoma, New Jersey, North Dakota, Pennsylvania, and Wisconsin, car dealerships continue to operate under blue-law prohibitions in which an automobile may not be purchased or traded on a Sunday. Maryland permits Sunday automobile sales only in the counties of Charles, Prince George's, Montgomery, and Howard; similarly, Michigan restricts Sunday sales to only those counties with a population of less than 130,000. Texas and Utah prohibit car dealerships from operating over consecutive weekend days. In some cases these laws were created or retained with the support of those whom they affected, to allow them a day off each week without fear of their competitors still being open.","In Texas, for example, blue laws prohibited selling housewares such as pots, pans, and washing machines on Sunday until 1985. In Colorado, Illinois, Indiana, Iowa, Louisiana, Maine, Minnesota, Missouri, Oklahoma, New Jersey, North Dakota, Pennsylvania, and Wisconsin, car dealerships continue to operate under blue-law prohibitions in which an automobile may not be purchased or traded on a Sunday. Maryland permits Sunday automobile sales only in the counties of Charles, Prince George's, Montgomery, and Howard; similarly, Michigan restricts Sunday sales to only those counties with a population of less than 130,000. Texas and Utah prohibit car dealerships from operating over consecutive weekend days. In some cases these laws were created or retained with the support of those whom they affected, to allow them a day off each week without fear of their competitors still being open.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: In Texas, for example, blue laws prohibited selling housewares such as pots, pans, and washing machines on Sunday until 1985. In Colorado, Illinois, Indiana, Iowa, Louisiana, Maine, Minnesota, Missouri, Oklahoma, New Jersey, North Dakota, Pennsylvania, and Wisconsin, car dealerships continue to operate under blue-law prohibitions in which an automobile may not be purchased or traded on a Sunday. Maryland permits Sunday automobile sales only in the counties of Charles, Prince George's, Montgomery, and Howard; similarly, Michigan restricts Sunday sales to only those counties with a population of less than 130,000. Texas and Utah prohibit car dealerships from operating over consecutive weekend days. In some cases these laws were created or retained with the support of those whom they affected, to allow them a day off each week without fear of their competitors still being open.
Question: can you buy a car in nj on sunday","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: no",1.9761700630187988,false,False
can you be offsides in a corner kick,Offside (association football),False,"There is no offside offence if a player receives the ball directly from a goal kick, a corner kick, a throw-in, or a dropped-ball. It is also not an offence if the ball was last deliberately played by an opponent (except for a deliberate save). In this context, according to the IFAB, ``A 'save' is when a player stops, or attempts to stop, a ball which is going into or very close to the goal with any part of the body except the hands/arms (unless the goalkeeper within the penalty area).''","There is no offside offence if a player receives the ball directly from a goal kick, a corner kick, a throw-in, or a dropped-ball. It is also not an offence if the ball was last deliberately played by an opponent (except for a deliberate save). In this context, according to the IFAB, ``A 'save' is when a player stops, or attempts to stop, a ball which is going into or very close to the goal with any part of the body except the hands/arms (unless the goalkeeper within the penalty area).''","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: There is no offside offence if a player receives the ball directly from a goal kick, a corner kick, a throw-in, or a dropped-ball. It is also not an offence if the ball was last deliberately played by an opponent (except for a deliberate save). In this context, according to the IFAB, ``A 'save' is when a player stops, or attempts to stop, a ball which is going into or very close to the goal with any part of the body except the hands/arms (unless the goalkeeper within the penalty area).''
Question: can you be offsides in a corner kick","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: yes",1.428295612335205,false,False
do superman and lois lane end up together,Superman and Lois Lane,True,"In the 1990s, Clark proposes marriage to Lois and reveals his identity as Superman to her. They began a long engagement, which was complicated by the death of Superman, a breakup, and several other problems. The couple finally married in Superman: The Wedding Album (Dec. 1996). Clark and Lois' biological child in DC Comics canon was born in Convergence: Superman #2 (July 2015), a son named Jonathan Samuel Kent, who eventually becomes Superboy.","In the 1990s, Clark proposes marriage to Lois and reveals his identity as Superman to her. They began a long engagement, which was complicated by the death of Superman, a breakup, and several other problems. The couple finally married in Superman: The Wedding Album (Dec. 1996). Clark and Lois' biological child in DC Comics canon was born in Convergence: Superman #2 (July 2015), a son named Jonathan Samuel Kent, who eventually becomes Superboy.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: In the 1990s, Clark proposes marriage to Lois and reveals his identity as Superman to her. They began a long engagement, which was complicated by the death of Superman, a breakup, and several other problems. The couple finally married in Superman: The Wedding Album (Dec. 1996). Clark and Lois' biological child in DC Comics canon was born in Convergence: Superman #2 (July 2015), a son named Jonathan Samuel Kent, who eventually becomes Superboy.
Question: do superman and lois lane end up together","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: yes",1.4864639043807983,true,False
are long term capital gains taxed as ordinary income,Capital gains tax in the United States,False,"In the United States of America, individuals and corporations pay U.S. federal income tax on the net total of all their capital gains. The tax rate depends on both the investor's tax bracket and the amount of time the investment was held. Short-term capital gains are taxed at the investor's ordinary income tax rate and are defined as investments held for a year or less before being sold. Long-term capital gains, on dispositions of assets held for more than one year, are taxed at a lower rate.","In the United States of America, individuals and corporations pay U.S. federal income tax on the net total of all their capital gains. The tax rate depends on both the investor's tax bracket and the amount of time the investment was held. Short-term capital gains are taxed at the investor's ordinary income tax rate and are defined as investments held for a year or less before being sold. Long-term capital gains, on dispositions of assets held for more than one year, are taxed at a lower rate.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: In the United States of America, individuals and corporations pay U.S. federal income tax on the net total of all their capital gains. The tax rate depends on both the investor's tax bracket and the amount of time the investment was held. Short-term capital gains are taxed at the investor's ordinary income tax rate and are defined as investments held for a year or less before being sold. Long-term capital gains, on dispositions of assets held for more than one year, are taxed at a lower rate.
Question: are long term capital gains taxed as ordinary income","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: no.",1.5872457027435303,false,False
can the xbox one x play 360 games,List of backward compatible games for Xbox One,True,"The functionality will be similar to that for back-compatibility with Xbox 360 games. Users insert the Xbox game disc into their Xbox One console to install the compatible version of the game. While players will not be able to access any old game saves or connect to Xbox Live on these titles, system link functions will remain available. Xbox games will not receive achievement support, although when asked about this component, Spencer responded that they had nothing to announce at the current time.","The functionality will be similar to that for back-compatibility with Xbox 360 games. Users insert the Xbox game disc into their Xbox One console to install the compatible version of the game. While players will not be able to access any old game saves or connect to Xbox Live on these titles, system link functions will remain available. Xbox games will not receive achievement support, although when asked about this component, Spencer responded that they had nothing to announce at the current time.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The functionality will be similar to that for back-compatibility with Xbox 360 games. Users insert the Xbox game disc into their Xbox One console to install the compatible version of the game. While players will not be able to access any old game saves or connect to Xbox Live on these titles, system link functions will remain available. Xbox games will not receive achievement support, although when asked about this component, Spencer responded that they had nothing to announce at the current time.
Question: can the xbox one x play 360 games","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: yes",1.3849765062332153,true,False
did kristen bell sing all the voices of anna,Anna (Frozen),False,"Princess Anna of Arendelle is a fictional character who appears in Walt Disney Animation Studios' 53rd animated film Frozen. She is voiced by Kristen Bell as an adult. At the beginning of the film, Livvy Stubenrauch and Katie Lopez provided her speaking and singing voice as a young child, respectively. Agatha Lee Monn portrayed her as a nine-year-old (singing).","Princess Anna of Arendelle is a fictional character who appears in Walt Disney Animation Studios' 53rd animated film Frozen. She is voiced by Kristen Bell as an adult. At the beginning of the film, Livvy Stubenrauch and Katie Lopez provided her speaking and singing voice as a young child, respectively. Agatha Lee Monn portrayed her as a nine-year-old (singing).","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: Princess Anna of Arendelle is a fictional character who appears in Walt Disney Animation Studios' 53rd animated film Frozen. She is voiced by Kristen Bell as an adult. At the beginning of the film, Livvy Stubenrauch and Katie Lopez provided her speaking and singing voice as a young child, respectively. Agatha Lee Monn portrayed her as a nine-year-old (singing).
Question: did kristen bell sing all the voices of anna","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: no",1.6718358993530273,false,False
are blue whales and sperm whales the same,Blue whale,False,"Blue whales are not easy to catch or kill. Their speed and power meant that they were rarely pursued by early whalers, who instead targeted sperm and right whales. In 1864, the Norwegian Svend Foyn equipped a steamboat with harpoons specifically designed for catching large whales. The harpoon gun was initially cumbersome and had a low success rate, but Foyn perfected it, and soon several whaling stations were established on the coast of Finnmark in northern Norway. Because of disputes with the local fishermen, the last whaling station in Finnmark was closed down in 1904.","Blue whales are not easy to catch or kill. Their speed and power meant that they were rarely pursued by early whalers, who instead targeted sperm and right whales. In 1864, the Norwegian Svend Foyn equipped a steamboat with harpoons specifically designed for catching large whales. The harpoon gun was initially cumbersome and had a low success rate, but Foyn perfected it, and soon several whaling stations were established on the coast of Finnmark in northern Norway. Because of disputes with the local fishermen, the last whaling station in Finnmark was closed down in 1904.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: Blue whales are not easy to catch or kill. Their speed and power meant that they were rarely pursued by early whalers, who instead targeted sperm and right whales. In 1864, the Norwegian Svend Foyn equipped a steamboat with harpoons specifically designed for catching large whales. The harpoon gun was initially cumbersome and had a low success rate, but Foyn perfected it, and soon several whaling stations were established on the coast of Finnmark in northern Norway. Because of disputes with the local fishermen, the last whaling station in Finnmark was closed down in 1904.
Question: are blue whales and sperm whales the same","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","species? 
Answer: no.",1.706475853919983,false,False
do xbox 360 games work on the one,List of backward compatible games for Xbox One,True,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.","The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.
Question: do xbox 360 games work on the one","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: yes",1.6936683654785156,true,False
is a pub the same as a bar,Drinking establishment,True,"A drinking establishment is a business whose primary function is the serving of alcoholic beverages for consumption on the premises. Some establishments may also serve food, or have entertainment, but their main purpose is to serve alcoholic beverages. There are different types of drinking establishment ranging from seedy bars or nightclubs, sometimes termed ``dive bars'', to 5,000 seat beer halls and elegant places of entertainment for the elite. A public house, informally known as a ``pub'', is an establishment licensed to serve alcoholic drinks for consumption on the premises in countries and regions of British influence. Although the terms are increasingly used to refer to the same thing, there is a difference between pubs, bars, inns, taverns and lounges where alcohol is served commercially. A tavern or pot-house is, loosely, a place of business where people gather to drink alcoholic beverages and, more than likely, also be served food, though not licensed to put up guests. The word derives from the Latin taberna and the Greek ταβέρνα/taverna.","A drinking establishment is a business whose primary function is the serving of alcoholic beverages for consumption on the premises. Some establishments may also serve food, or have entertainment, but their main purpose is to serve alcoholic beverages. There are different types of drinking establishment ranging from seedy bars or nightclubs, sometimes termed ``dive bars'', to 5,000 seat beer halls and elegant places of entertainment for the elite. A public house, informally known as a ``pub'', is an establishment licensed to serve alcoholic drinks for consumption on the premises in countries and regions of British influence. Although the terms are increasingly used to refer to the same thing, there is a difference between pubs, bars, inns, taverns and lounges where alcohol is served commercially. A tavern or pot-house is, loosely, a place of business where people gather to drink alcoholic beverages and, more than likely, also be served food, though not licensed to put up guests. The word derives from the Latin taberna and the Greek ταβέρνα/taverna.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: A drinking establishment is a business whose primary function is the serving of alcoholic beverages for consumption on the premises. Some establishments may also serve food, or have entertainment, but their main purpose is to serve alcoholic beverages. There are different types of drinking establishment ranging from seedy bars or nightclubs, sometimes termed ``dive bars'', to 5,000 seat beer halls and elegant places of entertainment for the elite. A public house, informally known as a ``pub'', is an establishment licensed to serve alcoholic drinks for consumption on the premises in countries and regions of British influence. Although the terms are increasingly used to refer to the same thing, there is a difference between pubs, bars, inns, taverns and lounges where alcohol is served commercially. A tavern or pot-house is, loosely, a place of business where people gather to drink alcoholic beverages and, more than likely, also be served food, though not licensed to put up guests. The word derives from the Latin taberna and the Greek ταβέρνα/taverna.
Question: is a pub the same as a bar","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","? 
Answer: no.",1.4500463008880615,true,False
has any team comeback from down 3-0,List of teams to overcome 3–1 series deficits,True,"The following is the list of teams to overcome 3--1 series deficits by winning three straight games to win a best-of-seven playoff series. In the history of major North American pro sports, teams that were down 3--1 in the series came back and won the series 52 times, more than half of them were accomplished by National Hockey League (NHL) teams. Teams overcame 3--1 deficit in the final championship round eight times, six were accomplished by Major League Baseball (MLB) teams in the World Series. Teams overcoming 3--0 deficit by winning four straight games were accomplished five times, four times in the NHL and once in MLB.","The following is the list of teams to overcome 3--1 series deficits by winning three straight games to win a best-of-seven playoff series. In the history of major North American pro sports, teams that were down 3--1 in the series came back and won the series 52 times, more than half of them were accomplished by National Hockey League (NHL) teams. Teams overcame 3--1 deficit in the final championship round eight times, six were accomplished by Major League Baseball (MLB) teams in the World Series. Teams overcoming 3--0 deficit by winning four straight games were accomplished five times, four times in the NHL and once in MLB.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The following is the list of teams to overcome 3--1 series deficits by winning three straight games to win a best-of-seven playoff series. In the history of major North American pro sports, teams that were down 3--1 in the series came back and won the series 52 times, more than half of them were accomplished by National Hockey League (NHL) teams. Teams overcame 3--1 deficit in the final championship round eight times, six were accomplished by Major League Baseball (MLB) teams in the World Series. Teams overcoming 3--0 deficit by winning four straight games were accomplished five times, four times in the NHL and once in MLB.
Question: has any team comeback from down 3-0","UncertaintyOutput(uncertainty=4.801061630249023, input_text=""You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.\nPassage: State level laws vary significantly in their form, content, and level of restriction. Forty-four states have a provision in their state constitutions similar to the Second Amendment to the U.S. Constitution, which protects the right to keep and bear arms. The exceptions are California, Iowa, Maryland, Minnesota, New Jersey, and New York. In New York, however, the statutory civil rights laws contain a provision virtually identical to the Second Amendment. Additionally, the U.S. Supreme Court held in McDonald v. Chicago that the protections of the Second Amendment to keep and bear arms for self-defense in one's home apply against state governments and their political subdivisions.\nQuestion: is it illegal to have a gun in your home"", generation_text=' in New York? \nAnswer: yes', generation_tokens=[304, 1561, 4356, 30, 720, 16533, 25, 10035], model_path=None, estimator='CocoaMSP')","in the series? 
Answer: yes",3.0582215785980225,true,False
