question,title,answer,passage,context,input_text,model_answer,uncertainty_score,ground_truth,match
does a deed of trust have to have a trustee,Deed of trust (real estate),True,"In real estate in the United States, a deed of trust or trust deed is a deed wherein legal title in real property is transferred to a trustee, which holds it as security for a loan (debt) between a borrower and lender. The equitable title remains with the borrower. The borrower is referred to as the trustor, while the lender is referred to as the beneficiary.","In real estate in the United States, a deed of trust or trust deed is a deed wherein legal title in real property is transferred to a trustee, which holds it as security for a loan (debt) between a borrower and lender. The equitable title remains with the borrower. The borrower is referred to as the trustor, while the lender is referred to as the beneficiary.","Passage: In real estate in the United States, a deed of trust or trust deed is a deed wherein legal title in real property is transferred to a trustee, which holds it as security for a loan (debt) between a borrower and lender. The equitable title remains with the borrower. The borrower is referred to as the trustor, while the lender is referred to as the beneficiary.
Question: does a deed of trust have to have a trustee","?
No, a deed of trust does not have to have a trustee. The deed of trust can be executed by the trustor, the lender, or a third party, such as a bank or a trust company. The trustee is only required to","UncertaintyOutput(uncertainty=31.273874282836914, input_text='Passage: In real estate in the United States, a deed of trust or trust deed is a deed wherein legal title in real property is transferred to a trustee, which holds it as security for a loan (debt) between a borrower and lender. The equitable title remains with the borrower. The borrower is referred to as the trustor, while the lender is referred to as the beneficiary.\nQuestion: does a deed of trust have to have a trustee', generation_text='?\nNo, a deed of trust does not have to have a trustee. The deed of trust can be executed by the trustor, the lender, or a third party, such as a bank or a trust company. The trustee is only required to be a person who is authorized to hold title to real property. The deed of trust is a legal document that serves as a security for the loan, and it does not have to be signed by the trustee. The deed of trust is a document that', generation_tokens=[5380, 2822, 11, 264, 56408, 315, 7095, 1587, 539, 617, 311, 617, 264, 76866, 13, 578, 56408, 315, 7095, 649, 387, 16070, 555, 279, 7095, 269, 11, 279, 48575, 11, 477, 264, 4948, 4717, 11, 1778, 439, 264, 6201, 477, 264, 7095, 2883, 13, 578, 76866, 374, 1193, 2631, 311, 387, 264, 1732, 889, 374, 19144, 311, 3412, 2316, 311, 1972, 3424, 13, 578, 56408, 315, 7095, 374, 264, 5897, 2246, 430, 17482, 439, 264, 4868, 369, 279, 11941, 11, 323, 433, 1587, 539, 617, 311, 387, 8667, 555, 279, 76866, 13, 578, 56408, 315, 7095, 374, 264, 2246], model_path=None, estimator='CocoaMSP')",true,False
is the movie the rock based on a true story,The Rock (film),False,"The Rock is a 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry Bruckheimer, and written by David Weisberg and Douglas S. Cook. The film stars Sean Connery, Nicolas Cage and Ed Harris, with William Forsythe and Michael Biehn co-starring. It is dedicated to Simpson, who died five months before its release. The film received moderately positive reviews from critics, and was nominated for an Academy Award for Best Sound at the 69th Academy Awards. It was a box office success, grossing over $335 million against a production budget of $75 million.","The Rock is a 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry Bruckheimer, and written by David Weisberg and Douglas S. Cook. The film stars Sean Connery, Nicolas Cage and Ed Harris, with William Forsythe and Michael Biehn co-starring. It is dedicated to Simpson, who died five months before its release. The film received moderately positive reviews from critics, and was nominated for an Academy Award for Best Sound at the 69th Academy Awards. It was a box office success, grossing over $335 million against a production budget of $75 million.","Passage: The Rock is a 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry Bruckheimer, and written by David Weisberg and Douglas S. Cook. The film stars Sean Connery, Nicolas Cage and Ed Harris, with William Forsythe and Michael Biehn co-starring. It is dedicated to Simpson, who died five months before its release. The film received moderately positive reviews from critics, and was nominated for an Academy Award for Best Sound at the 69th Academy Awards. It was a box office success, grossing over $335 million against a production budget of $75 million.
Question: is the movie the rock based on a true story","?
Answer: No, the movie The Rock is a work of fiction, based on a screenplay by David Weisberg and Douglas S. Cook. While the film is inspired by real-life events, it is not based on a true story.","UncertaintyOutput(uncertainty=6.385035037994385, input_text='Passage: The Rock is a 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry Bruckheimer, and written by David Weisberg and Douglas S. Cook. The film stars Sean Connery, Nicolas Cage and Ed Harris, with William Forsythe and Michael Biehn co-starring. It is dedicated to Simpson, who died five months before its release. The film received moderately positive reviews from critics, and was nominated for an Academy Award for Best Sound at the 69th Academy Awards. It was a box office success, grossing over $335 million against a production budget of $75 million.\nQuestion: is the movie the rock based on a true story', generation_text='?\nAnswer: No, the movie The Rock is a work of fiction, based on a screenplay by David Weisberg and Douglas S. Cook. While the film is inspired by real-life events, it is not based on a true story.', generation_tokens=[5380, 16533, 25, 2360, 11, 279, 5818, 578, 9305, 374, 264, 990, 315, 17422, 11, 3196, 389, 264, 85875, 555, 6941, 1226, 285, 7881, 323, 31164, 328, 13, 12797, 13, 6104, 279, 4632, 374, 14948, 555, 1972, 26928, 4455, 11, 433, 374, 539, 3196, 389, 264, 837, 3446, 13], model_path=None, estimator='CocoaMSP')",false,False
do your maid of honor have to be married,Bridesmaid,False,"The principal bridesmaid, if one is so designated, may be called the chief bridesmaid or maid of honor if she is unmarried, or the matron of honor if she is married. A junior bridesmaid is a girl who is clearly too young to be married, but who is included as an honorary bridesmaid. In the United States, typically only the maid/matron of honor and the best man are the official witnesses for the wedding license.","The principal bridesmaid, if one is so designated, may be called the chief bridesmaid or maid of honor if she is unmarried, or the matron of honor if she is married. A junior bridesmaid is a girl who is clearly too young to be married, but who is included as an honorary bridesmaid. In the United States, typically only the maid/matron of honor and the best man are the official witnesses for the wedding license.","Passage: The principal bridesmaid, if one is so designated, may be called the chief bridesmaid or maid of honor if she is unmarried, or the matron of honor if she is married. A junior bridesmaid is a girl who is clearly too young to be married, but who is included as an honorary bridesmaid. In the United States, typically only the maid/matron of honor and the best man are the official witnesses for the wedding license.
Question: do your maid of honor have to be married","?
Answer: No, the maid of honor is not required to be married. She is simply the chief bridesmaid or matron of honor.","UncertaintyOutput(uncertainty=8.308737754821777, input_text='Passage: The principal bridesmaid, if one is so designated, may be called the chief bridesmaid or maid of honor if she is unmarried, or the matron of honor if she is married. A junior bridesmaid is a girl who is clearly too young to be married, but who is included as an honorary bridesmaid. In the United States, typically only the maid/matron of honor and the best man are the official witnesses for the wedding license.\nQuestion: do your maid of honor have to be married', generation_text='?\nAnswer: No, the maid of honor is not required to be married. She is simply the chief bridesmaid or matron of honor.', generation_tokens=[5380, 16533, 25, 2360, 11, 279, 43165, 315, 16044, 374, 539, 2631, 311, 387, 12502, 13, 3005, 374, 5042, 279, 10388, 61365, 46342, 477, 5634, 2298, 315, 16044, 13], model_path=None, estimator='CocoaMSP')",false,False
is the walking dead ride a roller coaster,The Walking Dead: The Ride,True,"The Walking Dead: The Ride (formerly known as X:\ No Way Out and X) is an indoor roller coaster located at Thorpe Park, England. It was the park's first non-powered roller-coaster. It was themed around a rave and had the strapline ``Ride on a wave of light and sound'' -- when it was titled X -- but currently The Walking Dead: The Ride's slogan is ``Those who ride, survive''.","The Walking Dead: The Ride (formerly known as X:\ No Way Out and X) is an indoor roller coaster located at Thorpe Park, England. It was the park's first non-powered roller-coaster. It was themed around a rave and had the strapline ``Ride on a wave of light and sound'' -- when it was titled X -- but currently The Walking Dead: The Ride's slogan is ``Those who ride, survive''.","Passage: The Walking Dead: The Ride (formerly known as X:\ No Way Out and X) is an indoor roller coaster located at Thorpe Park, England. It was the park's first non-powered roller-coaster. It was themed around a rave and had the strapline ``Ride on a wave of light and sound'' -- when it was titled X -- but currently The Walking Dead: The Ride's slogan is ``Those who ride, survive''.
Question: is the walking dead ride a roller coaster","?
Answer: Yes, it is a roller coaster.","UncertaintyOutput(uncertainty=2.7906410694122314, input_text=""Passage: The Walking Dead: The Ride (formerly known as X:\\ No Way Out and X) is an indoor roller coaster located at Thorpe Park, England. It was the park's first non-powered roller-coaster. It was themed around a rave and had the strapline ``Ride on a wave of light and sound'' -- when it was titled X -- but currently The Walking Dead: The Ride's slogan is ``Those who ride, survive''.\nQuestion: is the walking dead ride a roller coaster"", generation_text='?\nAnswer: Yes, it is a roller coaster.', generation_tokens=[5380, 16533, 25, 7566, 11, 433, 374, 264, 29551, 82168, 13], model_path=None, estimator='CocoaMSP')",true,False
are a cougar and mountain lion the same,Cougar,True,"The cougar (Puma concolor), also commonly known as the puma, mountain lion, panther, or catamount, is a large felid of the subfamily Felinae native to the Americas. Its range, from the Canadian Yukon to the southern Andes of South America, is the widest of any large wild terrestrial mammal in the Western Hemisphere. An adaptable, generalist species, the cougar is found in most American habitat types. It is the biggest cat in North America and the second-heaviest cat in the New World after the jaguar. Secretive and largely solitary by nature, the cougar is properly considered both nocturnal and crepuscular, although daytime sightings do occur. The cougar is more closely related to smaller felines, including the domestic cat (subfamily Felinae), than to any species of subfamily Pantherinae, of which only the jaguar is native to the Americas.","The cougar (Puma concolor), also commonly known as the puma, mountain lion, panther, or catamount, is a large felid of the subfamily Felinae native to the Americas. Its range, from the Canadian Yukon to the southern Andes of South America, is the widest of any large wild terrestrial mammal in the Western Hemisphere. An adaptable, generalist species, the cougar is found in most American habitat types. It is the biggest cat in North America and the second-heaviest cat in the New World after the jaguar. Secretive and largely solitary by nature, the cougar is properly considered both nocturnal and crepuscular, although daytime sightings do occur. The cougar is more closely related to smaller felines, including the domestic cat (subfamily Felinae), than to any species of subfamily Pantherinae, of which only the jaguar is native to the Americas.","Passage: The cougar (Puma concolor), also commonly known as the puma, mountain lion, panther, or catamount, is a large felid of the subfamily Felinae native to the Americas. Its range, from the Canadian Yukon to the southern Andes of South America, is the widest of any large wild terrestrial mammal in the Western Hemisphere. An adaptable, generalist species, the cougar is found in most American habitat types. It is the biggest cat in North America and the second-heaviest cat in the New World after the jaguar. Secretive and largely solitary by nature, the cougar is properly considered both nocturnal and crepuscular, although daytime sightings do occur. The cougar is more closely related to smaller felines, including the domestic cat (subfamily Felinae), than to any species of subfamily Pantherinae, of which only the jaguar is native to the Americas.
Question: are a cougar and mountain lion the same","thing?
No, a cougar and mountain lion are not the same thing. While both are large felines native to the Americas, they belong to different species and have distinct physical and behavioral characteristics.

Answer: The cougar (Puma concolor) and","UncertaintyOutput(uncertainty=14.939697265625, input_text='Passage: The cougar (Puma concolor), also commonly known as the puma, mountain lion, panther, or catamount, is a large felid of the subfamily Felinae native to the Americas. Its range, from the Canadian Yukon to the southern Andes of South America, is the widest of any large wild terrestrial mammal in the Western Hemisphere. An adaptable, generalist species, the cougar is found in most American habitat types. It is the biggest cat in North America and the second-heaviest cat in the New World after the jaguar. Secretive and largely solitary by nature, the cougar is properly considered both nocturnal and crepuscular, although daytime sightings do occur. The cougar is more closely related to smaller felines, including the domestic cat (subfamily Felinae), than to any species of subfamily Pantherinae, of which only the jaguar is native to the Americas.\nQuestion: are a cougar and mountain lion the same', generation_text=' thing?\nNo, a cougar and mountain lion are not the same thing. While both are large felines native to the Americas, they belong to different species and have distinct physical and behavioral characteristics.\n\nAnswer: The cougar (Puma concolor) and mountain lion (Puma concolor) are the same species, but they are often referred to by different names in different regions. In North America, they are commonly known as cougars, mountain lions, or pumas. In South America, they', generation_tokens=[3245, 5380, 2822, 11, 264, 48191, 323, 16700, 40132, 527, 539, 279, 1890, 3245, 13, 6104, 2225, 527, 3544, 282, 11243, 10068, 311, 279, 52248, 11, 814, 9352, 311, 2204, 9606, 323, 617, 12742, 7106, 323, 36695, 17910, 382, 16533, 25, 578, 48191, 320, 47, 13722, 390, 3506, 8, 323, 16700, 40132, 320, 47, 13722, 390, 3506, 8, 527, 279, 1890, 9606, 11, 719, 814, 527, 3629, 14183, 311, 555, 2204, 5144, 304, 2204, 13918, 13, 763, 4892, 5270, 11, 814, 527, 17037, 3967, 439, 4020, 64502, 11, 16700, 69132, 11, 477, 281, 55024, 13, 763, 4987, 5270, 11], model_path=None, estimator='CocoaMSP')",true,False
can a puppy see when they first open their eyes,Puppy,True,"Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.","Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.","Passage: Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.
Question: can a puppy see when they first open their eyes","?
Answer: No, a puppy does not see when they first open their eyes. Their retinas are poorly developed and their vision is poor until they are about nine to eleven days old.","UncertaintyOutput(uncertainty=5.368607997894287, input_text=""Passage: Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.\nQuestion: can a puppy see when they first open their eyes"", generation_text='?\nAnswer: No, a puppy does not see when they first open their eyes. Their retinas are poorly developed and their vision is poor until they are about nine to eleven days old.', generation_tokens=[5380, 16533, 25, 2360, 11, 264, 42289, 1587, 539, 1518, 994, 814, 1176, 1825, 872, 6548, 13, 11205, 2160, 20718, 527, 31555, 8040, 323, 872, 11376, 374, 8009, 3156, 814, 527, 922, 11888, 311, 45314, 2919, 2362, 13], model_path=None, estimator='CocoaMSP')",true,False
can pikachu evolve in let's go pikachu,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!",False,"The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.","The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.","Passage: The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.
Question: can pikachu evolve in let's go pikachu","and let's go eevee?
Answer: no, pikachu cannot evolve in let's go pikachu and let's go eevee. only other pokémon that the player has caught can evolve, including the ones of the same species of","UncertaintyOutput(uncertainty=5.152437686920166, input_text=""Passage: The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.\nQuestion: can pikachu evolve in let's go pikachu"", generation_text="" and let's go eevee?\nAnswer: no, pikachu cannot evolve in let's go pikachu and let's go eevee. only other pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon."", generation_tokens=[323, 1095, 596, 733, 384, 83148, 68, 5380, 16533, 25, 912, 11, 48250, 66018, 4250, 38680, 304, 1095, 596, 733, 48250, 66018, 323, 1095, 596, 733, 384, 83148, 68, 13, 1193, 1023, 45295, 25121, 430, 279, 2851, 706, 10791, 649, 38680, 11, 2737, 279, 6305, 315, 279, 1890, 9606, 315, 279, 8427, 27719, 13], model_path=None, estimator='CocoaMSP')",false,False
the bill of sale is absolute proof of ownership,Bill of sale,False,"Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.","Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.","Passage: Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.
Question: the bill of sale is absolute proof of ownership","of the chattel.
Answer: No, the bill of sale is not absolute proof of ownership of the chattel. The bill of sale is a contract of sale, and as such, it is subject to the common law of contract and the sale","UncertaintyOutput(uncertainty=16.925535202026367, input_text='Passage: Absolute bills of sale, which do not represent any form of security whatsoever, are simply documents evidencing assignments, transfers and other assurances of personal chattels, which are substantially no more than mere contracts of sale of goods covered by the common law of contract and the sale of goods law.\nQuestion: the bill of sale is absolute proof of ownership', generation_text="" of the chattel.\nAnswer: No, the bill of sale is not absolute proof of ownership of the chattel. The bill of sale is a contract of sale, and as such, it is subject to the common law of contract and the sale of goods law. The bill of sale is not absolute proof of ownership because it does not provide any evidence of the chattel's existence or the parties' intent to transfer ownership. The bill of sale is merely a document evidencing the transfer of ownership"", generation_tokens=[315, 279, 81342, 301, 627, 16533, 25, 2360, 11, 279, 4121, 315, 6412, 374, 539, 10973, 11311, 315, 15637, 315, 279, 81342, 301, 13, 578, 4121, 315, 6412, 374, 264, 5226, 315, 6412, 11, 323, 439, 1778, 11, 433, 374, 3917, 311, 279, 4279, 2383, 315, 5226, 323, 279, 6412, 315, 11822, 2383, 13, 578, 4121, 315, 6412, 374, 539, 10973, 11311, 315, 15637, 1606, 433, 1587, 539, 3493, 904, 6029, 315, 279, 81342, 301, 596, 14209, 477, 279, 9875, 6, 7537, 311, 8481, 15637, 13, 578, 4121, 315, 6412, 374, 16632, 264, 2246, 5339, 11627, 279, 8481, 315], model_path=None, estimator='CocoaMSP')",false,False
is there a place called cabot cove maine,"Murder, She Wrote",False,"The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.","The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.","Passage: The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.
Question: is there a place called cabot cove maine","?
Yes, there is a real place called Cabot Cove, Maine. It is a small coastal town located in Lincoln County, Maine, USA. The town is situated on the coast of the Atlantic Ocean and is known for its picturesque harbor, beautiful","UncertaintyOutput(uncertainty=20.198896408081055, input_text=""Passage: The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.\nQuestion: is there a place called cabot cove maine"", generation_text='?\nYes, there is a real place called Cabot Cove, Maine. It is a small coastal town located in Lincoln County, Maine, USA. The town is situated on the coast of the Atlantic Ocean and is known for its picturesque harbor, beautiful beaches, and rich maritime history.\n\nThe fictional town of Cabot Cove in the TV series ""Murder, She Wrote"" was inspired by this real-life town. The show\'s creator, Rod Serling, was a fan of the town and', generation_tokens=[5380, 9642, 11, 1070, 374, 264, 1972, 2035, 2663, 27200, 354, 65479, 11, 30890, 13, 1102, 374, 264, 2678, 35335, 6424, 7559, 304, 25379, 6406, 11, 30890, 11, 7427, 13, 578, 6424, 374, 31183, 389, 279, 13962, 315, 279, 23179, 22302, 323, 374, 3967, 369, 1202, 75001, 57511, 11, 6366, 35909, 11, 323, 9257, 58412, 3925, 382, 791, 44682, 6424, 315, 27200, 354, 65479, 304, 279, 6007, 4101, 330, 60978, 1126, 11, 3005, 468, 5646, 1, 574, 14948, 555, 420, 1972, 26928, 6424, 13, 578, 1501, 596, 20514, 11, 13611, 8409, 2785, 11, 574, 264, 8571, 315, 279, 6424], model_path=None, estimator='CocoaMSP')",false,False
is there a bridge from spain to africa,Strait of Gibraltar crossing,False,"The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.","The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.","Passage: The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.
Question: is there a bridge from spain to africa","?
The answer is: no, there is no bridge from Spain to Africa. The Strait of Gibraltar is a narrow waterway that separates the Iberian Peninsula from the African continent, and it is not a bridge. While there are several tunnels and","UncertaintyOutput(uncertainty=15.837265968322754, input_text='Passage: The Strait of Gibraltar crossing is a hypothetical bridge or tunnel spanning the Strait of Gibraltar (about 14 km or 9 miles at its narrowest point) that would connect Europe and Africa. The governments of Spain and Morocco appointed a joint committee to investigate the feasibility of linking the two continents in 1979, which resulted in the much broader Euromed Transport project.\nQuestion: is there a bridge from spain to africa', generation_text='?\nThe answer is: no, there is no bridge from Spain to Africa. The Strait of Gibraltar is a narrow waterway that separates the Iberian Peninsula from the African continent, and it is not a bridge. While there are several tunnels and bridges that connect Europe to Africa, there is no bridge that spans the entire distance between the two continents.', generation_tokens=[5380, 791, 4320, 374, 25, 912, 11, 1070, 374, 912, 14497, 505, 18157, 311, 10384, 13, 578, 83163, 315, 99903, 374, 264, 15376, 3090, 3195, 430, 62849, 279, 358, 655, 1122, 50714, 505, 279, 11904, 32843, 11, 323, 433, 374, 539, 264, 14497, 13, 6104, 1070, 527, 3892, 53827, 323, 40073, 430, 4667, 4606, 311, 10384, 11, 1070, 374, 912, 14497, 430, 45395, 279, 4553, 6138, 1990, 279, 1403, 66959, 13], model_path=None, estimator='CocoaMSP')",false,False
is this is us over for the season,This Is Us (season 2),True,"The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.","The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.","Passage: The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.
Question: is this is us over for the season","?
Answer: yes, the second season of The Is Us ended on March 13, 2018.","UncertaintyOutput(uncertainty=5.357969284057617, input_text=""Passage: The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.\nQuestion: is this is us over for the season"", generation_text='?\nAnswer: yes, the second season of The Is Us ended on March 13, 2018.', generation_tokens=[5380, 16533, 25, 10035, 11, 279, 2132, 3280, 315, 578, 2209, 4073, 9670, 389, 5587, 220, 1032, 11, 220, 679, 23, 13], model_path=None, estimator='CocoaMSP')",true,False
are all the game of thrones books written,A Song of Ice and Fire,False,"A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.","A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.","Passage: A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.
Question: are all the game of thrones books written","by George R.R. Martin?
Answer: No, not all the Game of Thrones books are written by George R.R. Martin. The fifth book, A Dance with Dragons, was written by Martin, but the sixth book, The Winds of Winter","UncertaintyOutput(uncertainty=7.2553277015686035, input_text='Passage: A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R.R. Martin. He began the first volume of the series, A Game of Thrones, in 1991, and it was published in 1996. Martin, who initially envisioned the series as a trilogy, has published five out of a planned seven volumes. The fifth and most recent volume of the series published in 2011, A Dance with Dragons, took Martin six years to write. He is still writing the sixth novel, The Winds of Winter.\nQuestion: are all the game of thrones books written', generation_text=' by George R.R. Martin?\nAnswer: No, not all the Game of Thrones books are written by George R.R. Martin. The fifth book, A Dance with Dragons, was written by Martin, but the sixth book, The Winds of Winter, is still in the writing process.', generation_tokens=[555, 10058, 432, 2056, 13, 11826, 5380, 16533, 25, 2360, 11, 539, 682, 279, 4140, 315, 47494, 6603, 527, 5439, 555, 10058, 432, 2056, 13, 11826, 13, 578, 18172, 2363, 11, 362, 30704, 449, 49109, 11, 574, 5439, 555, 11826, 11, 719, 279, 26084, 2363, 11, 578, 44383, 315, 20704, 11, 374, 2103, 304, 279, 4477, 1920, 13], model_path=None, estimator='CocoaMSP')",false,False
