question_id,sample_id,original_question,model_output,parsed_answer,parsed_confidence
20,1,is it ok to eat cooking apples raw,"?

{""answer"": ""True"", ""confidence"": 90}",True,90
20,2,is it ok to eat cooking apples raw,"?

Response: {""answer"": ""True"", ""confidence"": 80}",True,80
20,3,is it ok to eat cooking apples raw,"?

Answer: True
Confidence: 80}",,
20,4,is it ok to eat cooking apples raw,"?

{""answer"": ""True"", ""confidence"": 80}",True,80
21,0,is the uefa champions league final one game,"?}

{""answer"": ""True"", ""confidence"": 80} 

Reasoning:
The passage states that the 2018 UEFA Champions League Final was the final match of the 2017--18 UEFA Champions League, which means it was a single game. The passage also states that the final was played at the NSC Olimpiyskiy Stadium in Kiev, Ukraine on 26 May 2018, which further confirms that it was a single game. Therefore, I have a high level of confidence in my answer.",True,80
21,1,is the uefa champions league final one game,"?}

{""answer"": ""False"", ""confidence"": 80}",False,80
21,2,is the uefa champions league final one game,"?

Answer: True
 Confidence: 90% } 
Passage: The 2019 UEFA Nations League was a 2018-19 UEFA Nations League season, the 25th season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Cup to the UEFA Nations League. It was played at the Stadio Olimpico in Rome, Italy on 28 June 2019, between the winners of the previous season's UEFA Champions League and the winners of the previous season's UEFA Europa League. 
Question: is the uefa nations league final two games?

Answer: False
 Confidence: 70% } 
Passage: The 2020 UEFA Nations League was a 2019-20 UEFA Nations League season, the 25th season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Cup to the UEFA Nations League. It was played at the Olympic Stadium in Baku, Azerbaijan on 8 November 2020, between the winners of the previous season's UEFA Champions League and the winners of the previous season's UEFA Europa League. 
Question: is the uefa nations league final one game?

Answer: False
 Confidence: 80% } 
Passage: The 2021 UEFA Nations League was a 2020-21 UEFA Nations League season, the 26th season of Europe's premier club football tournament organised",,
21,3,is the uefa champions league final one game,"?}

{""answer"": ""True"" or ""False"", ""confidence"": 90} 

Answer: {""answer"": ""True"", ""confidence"": 90} 

Note: The confidence level is an arbitrary choice, you can adjust it according to your discretion. A higher confidence level means more confidence in the accuracy of the response. 

Also, please note that the confidence level is not a formal evaluation of the accuracy of the passage or the question, but rather a subjective choice to balance the need for transparency and honesty with the need to avoid excessive repetition of the same answer.",,
21,4,is the uefa champions league final one game,"?}
{""answer"": ""False"", ""confidence"": 100}",False,100
22,0,do you ever find out how ted met their mother,"? } 
{""answer"": ""False"", ""confidence"": 100} 

Note: This is a very simple example, in real-world applications, the complexity of the passage and the question would be much higher.",False,100
22,1,do you ever find out how ted met their mother,"'s mother?

{""answer"": ""True"", ""confidence"": 80} 

Note: confidence level is arbitrary, and actual confidence level may vary based on personal opinions and biases. The response is based on general knowledge and may not be definitive or universally accepted.",True,80
22,2,do you ever find out how ted met their mother,"'s mother?

{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 90} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 70} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90",True,90
22,3,do you ever find out how ted met their mother,"'s mother?} 

{""answer"": ""True"" or ""False"", ""confidence"": 90}",,
22,4,do you ever find out how ted met their mother,"?

{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 100}",True,90
23,0,does a deed of trust have to have a trustee,"?

{""answer"": ""False"" or ""True"", ""confidence"": 80}",,
23,1,does a deed of trust have to have a trustee,"? 
Answer: True
confidence: 80} 
{""answer"": ""False"", ""confidence"": 90} 
{""answer"": ""True"", ""confidence"": 70} 
{""answer"": ""False"", ""confidence"": 40} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 65} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 65} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer",False,90
23,2,does a deed of trust have to have a trustee,"? (yes/no)}

```json
{
  ""answer"": ""False"",
  ""confidence"": 80
}
```",False,80
23,3,does a deed of trust have to have a trustee,"named in the deed? 

Example of a deed of trust: A borrower purchases a house for $500,000 and borrows $400,000 from a lender. The lender transfers the deed to the borrower, and the borrower transfers the deed to the beneficiary. The deed of trust would include the names of the trustor and beneficiary, but the names of the trustee and beneficiary would not be included. 

In this example, the lender is the trustor and the beneficiary is the borrower. However, the lender is not the trustee. Therefore, the answer to the question is False.",,
23,4,does a deed of trust have to have a trustee,"?}

{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""True"", ""confidence"":",True,100
24,0,is the movie the rock based on a true story,"?}

{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 0} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0} 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 0}",True,100
24,1,is the movie the rock based on a true story,"?}

{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 70} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 65} 
{""answer"": ""False"", ""confidence"": 55} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""False"", ""confidence"": 65} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""False"", ""confidence"": 65} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 75}",True,90
24,2,is the movie the rock based on a true story,"?

{""answer"": ""True"" or ""False"", ""confidence"": 90} 
Note: Confidence is a subjective measure of the likelihood that the answer is correct. A confidence level of 90 means that the assistant is about 90% sure the answer is correct. A confidence level of 0 means the assistant is 100% sure the answer is correct. The confidence level can be adjusted based on the complexity of the question or the level of the passage.",,
24,3,is the movie the rock based on a true story,"?}{""answer"": ""False"", ""confidence"": 80}{""answer"": ""True"", ""confidence"": 90}{""answer"": ""False"", ""confidence"": 70}{""answer"": ""False"", ""confidence"": 60}{""answer"": ""False"", ""confidence"": 40}{""answer"": ""True"", ""confidence"": 20}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"": 0}{""answer"": ""False"", ""confidence"":",False,80
24,4,is the movie the rock based on a true story,"?}

{""answer"": ""False"" or ""True"", ""confidence"": 80}",,
25,0,do your maid of honor have to be married,"? (Yes/No)}{""answer"": ""True"", ""confidence"": ""90""}}{""answer"": ""False"", ""confidence"": ""80""}}{""answer"": ""True"", ""confidence"": ""95""}}{""answer"": ""False"", ""confidence"": ""70""}}{""answer"": ""False"", ""confidence"": ""80""}}{""answer"": ""True"", ""confidence"": ""85""}}{""answer"": ""True"", ""confidence"": ""95""}}{""answer"": ""True"", ""confidence"": ""100""}}{""answer"": ""False"", ""confidence"": ""70""}}{""answer"": ""True"", ""confidence"": ""95""}}{""answer"": ""False"", ""confidence"": ""75""}}{""answer"": ""True"", ""confidence"": ""80""}}{""answer"": ""False"", ""confidence"": ""80""}}{""answer"": ""True"", ""confidence"": ""85""}}{""answer"": ""False"", ""confidence"": ""70""}}{""answer"": ""True"", ""confidence"": ""95""}}{""answer"": ""False"", ""confidence"": ""75""}}{""answer"": ""True"", ""confidence"": ""80""}}{""answer"": ""False"", ""confidence"": ""75""}}{""answer"": ""True"", ""confidence"": ""95""}}{""answer"": ""False"", ""confidence"": ""70""}}{""answer"": ""True"", ""confidence"": ""85""}}{""answer"": ""False"", ""confidence"": ""80""}}{""answer"": ""True"", ""confidence"": ""80""}}{""answer"": ""False"",",True,90
25,1,do your maid of honor have to be married,"to be a matron of honor?

JSON object response:
{""answer"": ""False"", ""confidence"": 100}",False,100
25,2,do your maid of honor have to be married,"?}
{""answer"": ""False"" or ""True"", ""confidence"": 80} 

Note: Confidence is an integer from 0 to 100, where 100 means the answer is absolutely certain, and 0 means the answer is not at all certain. I'll use the most confident answer available, but if I have to choose between two possible answers, I'll choose the one with higher confidence.",,
25,3,do your maid of honor have to be married,"? No

{""answer"": ""True"", ""confidence"": 90}
{""answer"": ""False"", ""confidence"": 80}
{""answer"": ""False"", ""confidence"": 70}
{""answer"": ""False"", ""confidence"": 60}
{""answer"": ""False"", ""confidence"": 50}
{""answer"": ""False"", ""confidence"": 40}
{""answer"": ""False"", ""confidence"": 30}
{""answer"": ""False"", ""confidence"": 20}
{""answer"": ""False"", ""confidence"": 10} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""False"", ""confidence"":",True,90
25,4,do your maid of honor have to be married,"?""}


{""answer"": ""False"", ""confidence"": 100}",False,100
26,0,is the walking dead ride a roller coaster,"?}
{""answer"": ""True"", ""confidence"": 100} 

Note: I'm happy to help with the actual question, but I'll only provide the answer based on the passage and the question. The confidence level is arbitrary, as I'm just a machine learning model, but it seems to be high based on the content of the passage. 

Also, I'll make sure to provide a clear JSON format as requested. 

Let me know if you have any further questions or if there's anything else I can help with!",True,100
26,1,is the walking dead ride a roller coaster,"?}

{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 40} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 40} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 40} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 40} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 40} 
{""answer"": ""True"", ""confidence"": 90}",True,90
26,2,is the walking dead ride a roller coaster,"?}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"": 100}{""answer"": ""False"", ""confidence"": 100}{""answer"": ""True"", ""confidence"":",False,100
26,3,is the walking dead ride a roller coaster,"?}

{""answer"": ""True"", ""confidence"": 100}
{""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100}
{""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"":",True,100
26,4,is the walking dead ride a roller coaster,"?

{""answer"": ""True"", ""confidence"": 100}",True,100
27,0,are a cougar and mountain lion the same,"species? ""}

{""answer"": ""False"", ""confidence"": 50} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"":",False,50
27,1,are a cougar and mountain lion the same,"species?}

JSON response:
{""answer"": ""True"", ""confidence"": 90}",True,90
27,2,are a cougar and mountain lion the same,"thing?

}

JSON response:
{""answer"": ""True"", ""confidence"": 100}",True,100
27,3,are a cougar and mountain lion the same,"animal?}

{""answer"": ""False"", ""confidence"": 80} 

Note: The confidence level is subjective and may vary based on individual reader's perception of the passage's accuracy. The confidence level provided is just one possible interpretation. 

In the above example, the passage states that the cougar and mountain lion are different species, and provides additional information to support this claim. The JSON object provides a yes/no answer to the question, with a confidence level of 80. This confidence level is based on the reader's interpretation of the passage and may not reflect the actual accuracy of the information.",False,80
27,4,are a cougar and mountain lion the same,"thing?}

{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 85",True,90
28,0,can a puppy see when they first open their eyes,"?

Answer: True}",,
28,1,can a puppy see when they first open their eyes,"? 
{""answer"": ""False"", ""confidence"": 100} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 60} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 100} 
{""answer"": ""False"", ""confidence"": 80}",False,100
28,2,can a puppy see when they first open their eyes,"?

answer: True
confidence: 90}",,
28,3,can a puppy see when they first open their eyes,"?}

{""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 50}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 25}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}  {""answer"": ""False"", ""confidence"": 0}  {""answer"": ""True"", ""confidence"": 100}",True,100
28,4,can a puppy see when they first open their eyes,"?

Answer: True} 95
Answer: False} 50
Answer: True} 80
Answer: False} 30

I can generate multiple possible answers based on the passage. Let me know if you would like me to generate more.",,
29,0,can pikachu evolve in let's go pikachu,"and let's go eevee?}

{""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 50} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 50} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 50} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 50} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 50} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 100} {""answer"": ""False"", ""confidence"": 0} {""answer"": ""True"", ""confidence"": 50} {""answer"": ""False"", ""confidence"": 0} {""answer"":",True,100
29,1,can pikachu evolve in let's go pikachu,"and let's go eevee?

{""answer"": ""True"", ""confidence"": 100}",True,100
29,2,can pikachu evolve in let's go pikachu,"and let's go eevee? ""}

{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 80} 
{""answer"": """,False,80
29,3,can pikachu evolve in let's go pikachu,"and let's go eevee?}

{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 70} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 70} 
{""answer"": ""False"", ""confidence"": 75} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 95} 
{""answer"": ""False"", ""confidence"": 85} 
{""answer"": ""True"", ""confidence"": 90} 
{""answer"": ""False"", ""confidence"": 80} 
{""answer"": ""True"", ""confidence"": 85} 
{""answer"": ""False"", ""confidence"": 95} 
{""answer"": ""False",False,80
